Season,Agency,Date,Time,Station ID,Field Rep,Depth(m),Time (s),Descent rate (m/s),Temperature (øC),Conductivity (S/m),Salinity (psu),Density (å-theta),pH,Oxygen (mg/L),SBE DO sat (mg/L),SBE DO sat (%),Transmissivity (%),SBE Beam C,Chl-a (ug/L),Voltage-Chl-a,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L),Voltage-CDOM,Irradiance,Surface Irradiance,Irradiance (% Norm),delta T,Stability (E),Qual_NH3,Ammonia-N (ug/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Spring,LACSD, 05/03/2017, 13:04:00,2504,1,27,57.3,0.87,11.2,3.78,33.563,25.621,7.72,4.04,8.88,45.55,83.81,0.177,1.03,0.2479,-1,-1,1.32,0.2361,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 13:04:00,2504,1,28,58.5,0.85,11.19,3.779,33.566,25.625,7.72,3.97,8.88,44.67,83.46,0.181,1.05,0.2543,-1,-1,1.31,0.2353,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 13:04:00,2504,1,29,59.5,1.22,11.18,3.778,33.568,25.629,7.72,3.98,8.88,44.82,82.73,0.19,1.11,0.2626,-1,-1,1.32,0.2359,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 13:04:00,2504,1,30,60.3,1.13,11.03,3.765,33.574,25.661,7.71,4,8.91,44.95,81.74,0.202,1.28,0.2914,-1,-1,1.34,0.2377,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 13:04:00,2504,1,31,60.9,0.61,10.98,3.762,33.583,25.676,7.71,3.98,8.92,44.67,80.62,0.214,1.32,0.2969,-1,-1,1.35,0.2393,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 13:04:00,2504,1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 13:04:00,2504,1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,1,33.3,0.31,17.07,4.322,33.48,24.332,8.17,9.16,7.87,116.19,85.18,0.16,0.44,0.1437,-1,-1,0.56,0.1538,-1,-1,-1,-1,-1,<,0.003,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,2,35.1,1.08,16.9,4.307,33.494,24.382,8.17,9.5,7.9,120.16,85.37,0.158,0.47,0.1482,-1,-1,0.56,0.1539,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,3,36,1.08,16.26,4.247,33.501,24.536,8.18,9.72,8,121.43,84.94,0.163,0.5,0.1541,-1,-1,0.58,0.1562,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,4,37,0.99,15.73,4.195,33.493,24.65,8.19,9.93,8.09,122.74,83.96,0.175,0.54,0.1611,-1,-1,0.63,0.1615,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,5,38,1.13,15.59,4.182,33.488,24.677,8.2,9.96,8.11,122.71,83.1,0.185,0.62,0.1767,-1,-1,0.66,0.1648,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,6,38.8,1.19,15.49,4.173,33.49,24.7,8.2,9.89,8.12,121.67,81.79,0.202,0.88,0.226,-1,-1,0.86,0.1864,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,7,39.7,1.11,15.35,4.16,33.493,24.734,8.21,9.76,8.15,119.69,78.79,0.239,1.9,0.4096,-1,-1,0.86,0.1863,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,8,40.6,1.09,15.11,4.137,33.495,24.788,8.2,9.31,8.19,113.7,72.47,0.322,3.91,0.7712,-1,-1,1.01,0.2029,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,9,41.6,1.1,14.72,4.1,33.495,24.871,8.19,8.42,8.25,101.95,68.1,0.384,7.78,1.461,-1,-1,1.17,0.2195,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,10,42.5,1.12,14.4,4.07,33.493,24.939,8.18,7.41,8.3,89.18,65.07,0.434,13.91,2.5344,-1,-1,1.31,0.235,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,11,43.3,1.23,14.11,4.042,33.494,25.002,8.14,6.84,8.35,81.83,57.06,0.551,18.42,3.3552,-1,-1,1.45,0.2497,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,12,44.1,1.25,13.67,4.001,33.491,25.09,8.08,6.56,8.43,77.82,63.24,0.461,18.13,3.2569,-1,-1,1.5,0.2549,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,13,45,1.07,13.32,3.968,33.49,25.16,8.01,6.34,8.49,74.64,71.46,0.337,12.83,2.3734,-1,-1,1.48,0.2529,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,14,46,0.9,13.12,3.949,33.486,25.197,7.96,6.06,8.53,71,77.37,0.257,8.25,1.539,-1,-1,1.43,0.2475,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,15,47.1,0.95,12.96,3.934,33.484,25.226,7.93,5.69,8.55,66.52,82.92,0.189,4.71,0.9088,-1,-1,1.37,0.2416,-1,-1,-1,-1,-1,E,0.012,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,16,48.1,1.18,12.81,3.92,33.488,25.261,7.91,5.3,8.58,61.78,86.27,0.148,2.71,0.5556,-1,-1,1.34,0.2385,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,17,48.9,1.28,12.71,3.912,33.495,25.286,7.9,5.01,8.6,58.29,86.87,0.14,2.01,0.4292,-1,-1,1.35,0.2396,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,18,49.7,1.15,12.51,3.895,33.508,25.333,7.88,4.8,8.64,55.53,87.37,0.135,1.77,0.3834,-1,-1,1.38,0.2422,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,19,50.7,0.97,12.15,3.864,33.525,25.415,7.85,4.63,8.7,53.24,87.3,0.136,1.66,0.3585,-1,-1,1.37,0.2417,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,20,51.7,1.1,11.91,3.842,33.534,25.467,7.82,4.45,8.74,50.92,87.61,0.132,1.37,0.3073,-1,-1,1.37,0.2409,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,21,52.6,1.18,11.76,3.829,33.541,25.501,7.8,4.25,8.77,48.49,87.91,0.129,1.06,0.2588,-1,-1,1.34,0.2385,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,22,53.5,0.96,11.53,3.808,33.541,25.543,7.79,4.08,8.81,46.24,88.08,0.127,1.01,0.2457,-1,-1,1.33,0.2367,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,23,54.6,0.91,11.16,3.774,33.553,25.622,7.76,3.95,8.89,44.5,88.26,0.125,0.93,0.2301,-1,-1,1.34,0.2383,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,24,55.6,1.19,10.91,3.753,33.57,25.679,7.74,3.89,8.93,43.61,88.43,0.123,0.79,0.2086,-1,-1,1.37,0.2417,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,25,56.4,1.23,10.82,3.746,33.576,25.699,7.72,3.87,8.95,43.3,88.5,0.122,0.75,0.1982,-1,-1,1.39,0.2432,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,26,57.3,0.97,10.73,3.738,33.581,25.718,7.71,3.85,8.97,42.97,88.47,0.123,0.67,0.1846,-1,-1,1.4,0.2449,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,27,58.5,0.82,10.69,3.735,33.584,25.728,7.71,3.81,8.97,42.52,88.23,0.125,0.69,0.1886,-1,-1,1.42,0.2466,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,28,59.6,1.09,10.67,3.734,33.587,25.734,7.7,3.8,8.98,42.29,88.1,0.126,0.64,0.1787,-1,-1,1.43,0.2474,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,29,60.5,1.14,10.66,3.733,33.59,25.737,7.7,3.78,8.98,42.07,88.39,0.124,0.64,0.1799,-1,-1,1.43,0.248,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,30,61.5,0.93,10.66,3.733,33.591,25.739,7.7,3.73,8.98,41.59,87.98,0.128,0.72,0.1946,-1,-1,1.44,0.2485,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,31,62.6,0.91,10.65,3.732,33.593,25.741,7.7,3.7,8.98,41.17,87.71,0.131,1.13,0.2628,-1,-1,1.44,0.2487,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,32,63.6,1.01,10.63,3.73,33.595,25.749,7.7,3.69,8.99,41.03,87.13,0.138,0.88,0.2233,-1,-1,1.44,0.2491,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,33,64.6,1.06,10.6,3.728,33.599,25.756,7.69,3.68,8.99,40.97,86.74,0.142,0.79,0.207,-1,-1,1.45,0.2495,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,34,65.5,1.14,10.59,3.727,33.6,25.759,7.69,3.67,8.99,40.81,86.25,0.148,0.84,0.2157,-1,-1,1.44,0.2487,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,35,66.4,1.08,10.58,3.726,33.602,25.763,7.69,3.66,9,40.67,86.09,0.15,0.92,0.2288,-1,-1,1.45,0.2501,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,36,67.4,0.96,10.57,3.726,33.604,25.765,7.69,3.64,9,40.52,85.72,0.154,0.86,0.2196,-1,-1,1.44,0.2485,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Spring,LACSD, 05/03/2017, 12:49:00,2505,1,37,68.5,1.04,10.56,3.725,33.606,25.769,7.69,3.64,9,40.42,85.3,0.159,0.86,0.2181,-1,-1,1.43,0.2477,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
