Season,Agency,Date,Time,Station,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density [~$s~#~_t],pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [~$m~#g/L],Voltage-Chl-a [V],Chl-a USC/UCLA [~$m~#g/L],Chl-a ECO [~$m~#g/L],CDOM [~$m~#g/L],Voltage-CDOM [V],Irradiance [µE/cm²·sec],Surface Irradiance [µE/cm²·sec],Irradiance [% Norm],delta T [°C/m],Stability [kg/m³/m],Qual_NH3,Ammonia-N [mg/L],Qual_TC,Total Colif. [MPN/100mL],Qual_FC,Fecal Colif. [MPN/100mL],Qual_EC,E. coli [MPN/100mL],Qual_ENT,Enterococci [MPN/100mL]
Summer,Hyperion,8/3/2016,11:56:00,3503,1,14,179.60001,-1,18.24,4.435,33.48,24.05,8.22,8.86,7.7,114.95,79.56,0.915,3.35,0.683,-1,0.16,2.14,0.1757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,15,181.7,-1,17.99,4.409,33.457,24.093,8.21,8.72,7.74,112.58,79.59,0.913,3.43,0.6975,-1,0.18,2.16,0.1771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,16,183.8,-1,17.41,4.353,33.462,24.238,8.2,8.79,7.82,112.21,79.77,0.904,3.59,0.727,-1,0.21,2.17,0.1777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,17,186.10001,-1,17.13,4.326,33.456,24.299,8.2,8.7,7.87,110.41,80.03,0.891,3.69,0.7448,-1,0.19,2.19,0.1788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,18,188,-1,16.78,4.291,33.449,24.376,8.19,8.41,7.92,106.05,80.26,0.88,3.74,0.7547,-1,0.2,2.18,0.1781,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,19,190.3,-1,15.89,4.203,33.423,24.56,8.18,8.33,8.06,103.22,80.87,0.849,3.69,0.7444,-1,0.16,2.2,0.1791,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,20,192.3,-1,15.61,4.177,33.425,24.625,8.16,8.03,8.11,98.97,81.56,0.815,3.67,0.7414,-1,0.16,2.22,0.1806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,21,194.60001,-1,15.29,4.147,33.432,24.701,8.14,7.86,8.16,96.29,82.04,0.792,3.39,0.6902,-1,0.12,2.29,0.1843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,22,196.60001,-1,15.17,4.135,33.422,24.72,8.13,7.59,8.18,92.72,82.52,0.768,3.27,0.6686,-1,0.15,2.34,0.1871,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,23,198.60001,-1,14.86,4.106,33.421,24.787,8.11,7.45,8.23,90.44,82.72,0.759,3.14,0.6456,-1,0.1,2.35,0.1877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,24,200.89999,-1,14.71,4.092,33.42,24.817,8.1,7.21,8.26,87.23,82.83,0.754,3.02,0.6224,-1,0.14,2.41,0.1911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,25,203.5,-1,14.37,4.058,33.41,24.882,8.07,7.08,8.31,85.11,82.9,0.75,3.14,0.6452,-1,0.13,2.43,0.1921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,26,207.3,-1,14.21,4.044,33.412,24.917,8.06,6.89,8.34,82.5,82.86,0.752,3.16,0.6488,-1,0.21,2.45,0.1933,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,27,208.5,-1,14.12,4.035,33.409,24.933,8.05,6.78,8.36,81.14,82.74,0.758,3.28,0.671,-1,0.21,2.46,0.1936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,11:56:00,3503,1,28,212.89999,-1,13.84,4.008,33.402,24.986,8.03,6.54,8.4,77.74,81.46,0.821,3.76,0.7574,-1,0.11,2.49,0.1951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,1,108.1,-1,21.92,4.803,33.547,23.135,8.24,8.45,7.19,117.27,82.78,0.756,0.94,0.2451,-1,-0.2,1.58,0.1447,-1,-1,-1,-1,-1,-1,0.01,-1,5,-1,-1,-1,5,-1,5
Summer,Hyperion,8/3/2016,12:12:00,3504,1,2,112.5,-1,21.94,4.806,33.553,23.136,8.24,8.42,7.19,116.88,83.51,0.721,1,0.2564,-1,-0.2,1.57,0.1444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,3,114.4,-1,21.88,4.797,33.534,23.139,8.24,8.44,7.19,117.11,83.5,0.721,0.98,0.2523,-1,-0.17,1.58,0.1446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,4,116,-1,21.7,4.78,33.541,23.194,8.24,8.46,7.22,116.95,83.54,0.719,0.93,0.2438,-1,-0.15,1.6,0.1459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,5,117.5,-1,21.55,4.764,33.527,23.224,8.24,8.49,7.24,117.11,83.61,0.716,1.08,0.2696,-1,-0.13,1.62,0.1472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,6,119.2,-1,21.27,4.736,33.519,23.294,8.23,8.56,7.27,117.45,83.48,0.722,1.22,0.2952,-1,-0.1,1.66,0.1491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,7,120.8,-1,21.06,4.715,33.523,23.354,8.23,8.61,7.3,117.61,83.24,0.734,1.5,0.3466,-1,-0.09,1.69,0.1508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,8,122.4,-1,20.93,4.703,33.522,23.387,8.23,8.6,7.32,117.3,83.09,0.741,1.61,0.3669,-1,-0.07,1.69,0.1512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,9,124.1,-1,20.68,4.675,33.502,23.441,8.23,8.66,7.35,117.46,83.12,0.739,1.74,0.3904,-1,-0.02,1.72,0.1525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,10,125.8,-1,20.08,4.614,33.477,23.579,8.23,8.8,7.44,118.06,83.19,0.736,1.93,0.425,-1,-0.01,1.77,0.1553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,11,127.4,-1,19.56,4.564,33.487,23.723,8.22,8.81,7.51,117.13,83.16,0.737,2.18,0.4698,-1,0.02,1.85,0.1599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,12,128.89999,-1,19.24,4.53,33.464,23.786,8.22,8.87,7.55,117.21,82.97,0.747,2.28,0.4889,-1,0.05,1.88,0.1617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,13,130.5,-1,18.33,4.439,33.433,23.99,8.22,8.93,7.69,116.02,82.74,0.758,2.51,0.5309,-1,0.07,2,0.168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,14,132.5,-1,17.52,4.359,33.414,24.173,8.21,8.91,7.81,113.95,82.68,0.761,2.62,0.5507,-1,0.08,2.13,0.1751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,15,134,-1,16.99,4.309,33.431,24.313,8.21,8.9,7.89,112.63,82.69,0.76,2.78,0.5791,-1,0.09,2.21,0.18,-1,-1,-1,-1,-1,-1,0.01,-1,5,-1,-1,-1,5,-1,5
Summer,Hyperion,8/3/2016,12:12:00,3504,1,16,135.7,-1,16.78,4.291,33.446,24.374,8.2,8.66,7.92,109.2,82.48,0.771,2.91,0.6028,-1,0.08,2.26,0.1828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,17,137.5,-1,16.53,4.265,33.422,24.413,8.2,8.44,7.96,105.88,82.41,0.774,2.94,0.6081,-1,0.1,2.28,0.1838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,18,138.8,-1,15.96,4.21,33.424,24.546,8.18,8.43,8.05,104.65,82.3,0.779,2.96,0.6126,-1,0.13,2.3,0.1847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,19,140.39999,-1,15.7,4.184,33.415,24.598,8.17,8.34,8.09,102.91,82.43,0.773,3.08,0.6345,-1,0.13,2.32,0.1861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,20,142.10001,-1,15.39,4.156,33.422,24.672,8.16,8.29,8.14,101.65,82.15,0.787,3.26,0.6667,-1,0.14,2.36,0.1881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,21,143.7,-1,15.3,4.148,33.428,24.695,8.16,8.13,8.16,99.55,81.82,0.803,3.26,0.6675,-1,0.16,2.39,0.1898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,22,145.2,-1,15.11,4.129,33.42,24.731,8.15,7.94,8.19,96.81,81.71,0.808,3.41,0.6931,-1,0.23,2.41,0.1909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,23,146.8,-1,14.97,4.116,33.42,24.762,8.14,7.68,8.21,93.37,81.56,0.815,3.67,0.7408,-1,0.35,2.44,0.1924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,24,148.5,-1,14.69,4.088,33.408,24.813,8.12,7.41,8.26,89.61,81.33,0.827,3.94,0.7911,-1,0.26,2.47,0.1943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,25,150.39999,-1,14.48,4.068,33.408,24.857,8.11,6.75,8.3,81.25,80.89,0.848,4.24,0.8443,-1,0.2,2.47,0.1942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,26,151.7,-1,14.18,4.039,33.392,24.907,8.09,6.32,8.35,75.71,80.73,0.856,4.25,0.8472,-1,0.06,2.47,0.194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,27,153.3,-1,13.59,3.982,33.376,25.017,8.04,6.18,8.45,73.14,80.63,0.861,3.73,0.7523,-1,-0.17,2.5,0.1958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,28,155.10001,-1,13.38,3.963,33.375,25.059,8.03,6.1,8.49,71.86,81.19,0.833,2.03,0.4425,-1,-0.18,2.5,0.1957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,29,156.2,-1,13.16,3.942,33.377,25.104,8.01,6.12,8.52,71.78,84.18,0.689,1.3,0.3109,-1,-0.2,2.54,0.198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,30,157.89999,-1,13.14,3.941,33.384,25.114,8,6.06,8.53,71.01,86.71,0.571,1.21,0.2939,-1,-0.22,2.53,0.1976,-1,-1,-1,-1,-1,-1,0.01,-1,10,-1,-1,-1,10,-1,5
Summer,Hyperion,8/3/2016,12:12:00,3504,1,31,159.7,-1,13.11,3.937,33.38,25.118,8,5.88,8.53,68.88,87.36,0.541,1.13,0.28,-1,-0.19,2.54,0.1981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,32,161,-1,13.02,3.929,33.378,25.134,7.99,5.81,8.55,67.88,87.53,0.533,1.07,0.2685,-1,-0.23,2.55,0.1988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,33,162.8,-1,12.94,3.922,33.38,25.152,7.98,5.77,8.56,67.31,87.93,0.515,1.01,0.257,-1,-0.24,2.57,0.1995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,34,164.5,-1,12.89,3.918,33.38,25.16,7.98,5.67,8.57,66.12,88.03,0.51,0.94,0.2457,-1,-0.22,2.58,0.2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,35,165.60001,-1,12.84,3.912,33.377,25.168,7.97,5.64,8.58,65.65,88.14,0.505,0.92,0.2411,-1,-0.22,2.58,0.2003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,36,167.5,-1,12.81,3.91,33.382,25.179,7.97,5.57,8.59,64.86,88.28,0.499,0.88,0.2349,-1,-0.25,2.57,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,37,169.3,-1,12.76,3.906,33.381,25.186,7.96,5.54,8.6,64.37,88.07,0.508,0.86,0.2306,-1,-0.23,2.59,0.2008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,38,171,-1,12.73,3.903,33.384,25.195,7.96,5.53,8.6,64.3,88.23,0.501,0.84,0.2276,-1,-0.25,2.58,0.2002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,39,172.7,-1,12.73,3.903,33.384,25.195,7.96,5.51,8.6,63.99,88.23,0.501,0.84,0.2266,-1,-0.25,2.57,0.1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,40,174.3,-1,12.71,3.901,33.383,25.198,7.96,5.48,8.61,63.61,88.13,0.505,0.83,0.2245,-1,-0.25,2.57,0.1996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,41,176.39999,-1,12.66,3.897,33.384,25.21,7.95,5.39,8.62,62.55,88.25,0.5,0.79,0.2172,-1,-0.27,2.57,0.1995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,42,178.7,-1,12.6,3.891,33.387,25.224,7.95,5.28,8.63,61.22,88.12,0.506,0.74,0.2083,-1,-0.26,2.54,0.1981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,43,181,-1,12.52,3.884,33.393,25.243,7.94,5.3,8.64,61.29,87.36,0.541,0.69,0.1994,-1,-0.28,2.52,0.1967,-1,-1,-1,-1,-1,-1,0.01,-1,10,-1,-1,-1,5,-1,5
Summer,Hyperion,8/3/2016,12:12:00,3504,1,44,183.39999,-1,12.5,3.883,33.391,25.246,7.94,5.31,8.64,61.45,87.19,0.548,0.68,0.1971,-1,-0.27,2.5,0.196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:12:00,3504,1,45,184.5,-1,12.49,3.882,33.395,25.251,7.94,5.31,8.65,61.38,87.35,0.541,0.64,0.1907,-1,-0.27,2.48,0.1948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,1,130.39999,-1,22.28,4.84,33.558,23.045,8.23,8.34,7.14,116.51,83.52,0.721,0.89,0.2363,-1,-0.17,1.49,0.1396,-1,-1,-1,-1,-1,-1,0.01,-1,5,-1,-1,-1,5,-1,5
Summer,Hyperion,8/3/2016,12:34:00,3505,1,2,133.5,-1,22.3,4.843,33.559,23.038,8.23,8.32,7.14,116.25,83.83,0.706,0.97,0.2508,-1,-0.18,1.49,0.1398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,3,135.5,-1,22.3,4.841,33.551,23.035,8.23,8.33,7.14,116.41,83.82,0.706,0.98,0.2521,-1,-0.18,1.48,0.1394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,4,137.39999,-1,21.9,4.799,33.534,23.132,8.23,8.41,7.19,116.69,83.88,0.703,0.96,0.2477,-1,-0.17,1.49,0.1397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,5,139.10001,-1,21.76,4.787,33.547,23.181,8.23,8.42,7.21,116.48,83.81,0.707,1.01,0.2572,-1,-0.15,1.5,0.1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,6,141.10001,-1,21.71,4.782,33.548,23.196,8.23,8.4,7.22,116.11,83.7,0.712,1.13,0.2786,-1,-0.15,1.5,0.1405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,7,142.8,-1,21.66,4.777,33.546,23.208,8.23,8.43,7.22,116.48,83.55,0.719,1.19,0.2904,-1,-0.15,1.53,0.142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,8,144.60001,-1,21.59,4.77,33.546,23.228,8.23,8.42,7.23,116.24,83.66,0.714,1.28,0.306,-1,-0.13,1.54,0.1423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,9,146.60001,-1,21.55,4.767,33.547,23.239,8.23,8.47,7.24,116.77,83.97,0.699,1.4,0.3279,-1,-0.11,1.55,0.1431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,10,148.10001,-1,21.48,4.76,33.542,23.254,8.23,8.49,7.25,116.99,84.09,0.693,1.53,0.3517,-1,-0.1,1.56,0.1437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,11,150.10001,-1,21.42,4.754,33.543,23.271,8.23,8.48,7.25,116.69,84.09,0.693,1.61,0.3665,-1,-0.1,1.57,0.1443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,12,152.2,-1,21.27,4.738,33.535,23.307,8.23,8.56,7.27,117.46,84.08,0.694,1.72,0.386,-1,-0.07,1.59,0.1452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,13,153.5,-1,21.11,4.721,33.529,23.346,8.23,8.59,7.3,117.45,84.09,0.693,1.8,0.4019,-1,-0.07,1.61,0.1466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,14,155.60001,-1,20.96,4.707,33.533,23.389,8.23,8.56,7.32,116.82,83.77,0.708,1.91,0.4218,-1,-0.04,1.63,0.1477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,15,157.60001,-1,20.76,4.685,33.509,23.424,8.23,8.61,7.34,117.02,83.59,0.717,2.04,0.4449,-1,-0.01,1.65,0.1489,-1,-1,-1,-1,-1,-1,0.01,-1,5,-1,-1,-1,5,-1,5
Summer,Hyperion,8/3/2016,12:34:00,3505,1,16,159.39999,-1,20.03,4.611,33.491,23.604,8.22,8.66,7.44,116.17,83.38,0.727,2.34,0.4987,-1,0,1.73,0.1529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,17,161.39999,-1,19.29,4.535,33.456,23.767,8.22,8.8,7.55,116.39,83.16,0.738,2.4,0.5099,-1,0.03,1.83,0.1585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,18,162.8,-1,18.66,4.474,33.464,23.933,8.21,8.9,7.64,116.36,83,0.745,2.5,0.5291,-1,0.03,1.92,0.1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,19,164.60001,-1,18.24,4.434,33.468,24.041,8.21,8.84,7.7,114.69,82.56,0.766,2.63,0.5521,-1,0.05,1.98,0.167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,20,166.3,-1,17.89,4.397,33.438,24.103,8.21,8.75,7.75,112.73,82.34,0.777,2.72,0.5682,-1,0.08,2.05,0.1709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,21,168.3,-1,16.98,4.309,33.433,24.317,8.2,8.73,7.89,110.54,82.37,0.776,2.84,0.5898,-1,0.11,2.15,0.1762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,22,170.3,-1,16.35,4.247,33.416,24.45,8.19,8.73,7.99,109.12,82.46,0.771,3.02,0.6223,-1,0.14,2.23,0.1807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,23,171.8,-1,15.97,4.212,33.433,24.551,8.18,8.65,8.05,107.35,82.31,0.779,3.3,0.6746,-1,0.15,2.25,0.182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,24,173.60001,-1,15.85,4.201,33.433,24.579,8.18,8.23,8.07,101.88,82.29,0.78,3.4,0.6916,-1,0.27,2.24,0.1815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,25,175.3,-1,15.37,4.152,33.399,24.656,8.16,7.64,8.15,93.64,82.23,0.782,3.8,0.7649,-1,0.26,2.29,0.1841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,26,177.2,-1,14.74,4.089,33.371,24.774,8.12,6.91,8.25,83.68,81.78,0.805,4.23,0.843,-1,0.05,2.44,0.1926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,27,179.10001,-1,13.94,4.004,33.279,24.87,8.07,6.51,8.39,77.46,81.56,0.816,3.27,0.6683,-1,0.01,2.83,0.2144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,28,181,-1,13.54,3.967,33.276,24.949,8.02,6.34,8.46,74.87,82.26,0.781,2.48,0.5257,-1,-0.07,3.42,0.2468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,29,182.8,-1,13.34,3.947,33.265,24.982,8,6.12,8.5,71.95,83.18,0.737,2.19,0.4727,-1,-0.11,3.55,0.2545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,30,184.10001,-1,13.17,3.93,33.26,25.013,7.98,5.98,8.53,70.06,83.61,0.716,1.95,0.428,-1,-0.13,3.63,0.2586,-1,-1,-1,-1,-1,-1,0.28,-1,6500,-1,-1,-1,1500,-1,240
Summer,Hyperion,8/3/2016,12:34:00,3505,1,31,185.8,-1,13,3.914,33.256,25.043,7.97,5.83,8.56,68.08,84.21,0.687,1.71,0.3854,-1,-0.17,3.68,0.2612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/3/2016,12:34:00,3505,1,32,187.89999,-1,12.83,3.898,33.252,25.074,7.96,5.7,8.59,66.33,84.92,0.654,1.43,0.3335,-1,-0.2,3.75,0.2652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
