Season,Agency,Date,Time,Station,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density [~$s~#~_t],pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [~$m~#g/L],Voltage-Chl-a [V],Chl-a USC/UCLA [~$m~#g/L],Chl-a ECO [~$m~#g/L],CDOM [~$m~#g/L],Voltage-CDOM [V],Irradiance [µE/cm²·sec],Surface Irradiance [µE/cm²·sec],Irradiance [% Norm],delta T [°C/m],Stability [kg/m³/m],Qual_NH3,Ammonia-N [mg/L],Qual_TC,Total Colif. [MPN/100mL],Qual_FC,Fecal Colif. [MPN/100mL],Qual_EC,E. coli [MPN/100mL],Qual_ENT,Enterococci [MPN/100mL]
Summer,Hyperion,8/2/2016,13:17:00,3901,1,1,148.2,-1,21.6,4.772,33.547,23.225,8.2,8.26,7.23,113.93,81.82,0.803,0.9,0.2377,-1,-0.19,1.61,0.1464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:17:00,3901,1,2,151,-1,21.66,4.774,33.519,23.188,8.2,8.15,7.22,112.64,82.09,0.789,0.91,0.2395,-1,-0.21,1.57,0.1441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:17:00,3901,1,3,153.2,-1,21.07,4.715,33.514,23.344,8.2,8.17,7.3,111.64,82.4,0.774,0.8,0.2193,-1,-0.21,1.62,0.1471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:17:00,3901,1,4,155.60001,-1,20.8,4.689,33.515,23.417,8.19,8.08,7.34,109.84,82.34,0.777,0.78,0.2159,-1,-0.19,1.73,0.1533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:17:00,3901,1,5,158.3,-1,20.71,4.68,33.515,23.441,8.18,7.88,7.35,106.98,81.47,0.82,0.8,0.219,-1,-0.16,1.87,0.1612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:17:00,3901,1,6,161.60001,-1,20.62,4.671,33.513,23.463,8.16,7.74,7.36,104.93,79.32,0.927,1,0.2561,-1,-0.13,2.03,0.1699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:17:00,3901,1,7,164.5,-1,20.33,4.641,33.501,23.532,8.16,7.86,7.4,105.97,74.89,1.157,1.19,0.2902,-1,-0.11,2.09,0.1731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:17:00,3901,1,8,167.60001,-1,20.06,4.614,33.502,23.605,8.17,7.93,7.44,106.45,75.17,1.142,1.36,0.3209,-1,-0.07,2.08,0.1727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:17:00,3901,1,9,172,-1,19.64,4.573,33.491,23.704,8.16,8.05,7.5,107.16,77.3,1.03,1.6,0.3646,-1,-0.07,2.11,0.1743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,1,116.9,-1,21.66,4.777,33.545,23.206,8.2,8.34,7.22,115.28,83.48,0.722,0.84,0.2262,-1,-0.21,1.48,0.1394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,2,121.5,-1,21.69,4.78,33.547,23.202,8.2,8.35,7.22,115.43,83.54,0.719,0.84,0.2264,-1,-0.17,1.48,0.1394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,3,123.9,-1,21.8,4.792,33.554,23.176,8.2,8.32,7.2,115.23,83.71,0.711,0.86,0.2304,-1,-0.19,1.48,0.1392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,4,126.6,-1,21.73,4.783,33.535,23.18,8.2,8.28,7.21,114.56,83.76,0.709,0.88,0.2347,-1,-0.2,1.47,0.1389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,5,129.10001,-1,21.27,4.735,33.519,23.294,8.2,8.36,7.27,114.66,83.75,0.71,0.85,0.2277,-1,-0.19,1.5,0.1403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,6,131.5,-1,20.87,4.698,33.531,23.411,8.2,8.38,7.33,114.12,83.44,0.724,0.89,0.2358,-1,-0.17,1.53,0.1422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,7,134,-1,20.75,4.685,33.527,23.442,8.2,8.32,7.34,113.11,83,0.745,1.05,0.2652,-1,-0.15,1.56,0.1437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,8,136.60001,-1,20.61,4.671,33.522,23.474,8.19,8.23,7.36,111.56,82.32,0.778,1.15,0.2831,-1,-0.1,1.64,0.1482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,9,139.10001,-1,20.51,4.661,33.515,23.494,8.19,7.96,7.38,107.74,81.33,0.827,1.47,0.3413,-1,-0.04,1.76,0.1549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,10,141.39999,-1,20.15,4.622,33.489,23.57,8.17,8.2,7.43,110.25,80.31,0.877,1.64,0.3728,-1,-0.02,1.88,0.1616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,11,143.8,-1,19.72,4.581,33.494,23.685,8.17,8.32,7.49,110.95,78.6,0.963,1.89,0.4174,-1,-0.01,1.97,0.1663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,12,146.3,-1,18.97,4.507,33.49,23.876,8.16,8.29,7.59,108.94,80.87,0.85,2.13,0.4609,-1,0.03,2.01,0.1687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,13,148.5,-1,18.34,4.439,33.431,23.986,8.16,8.33,7.69,108.18,81.77,0.805,2.39,0.5082,-1,0.07,2.07,0.1723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,14,150.8,-1,17.37,4.349,33.459,24.244,8.15,8.36,7.83,106.6,81.54,0.816,2.64,0.5535,-1,0.2,2.11,0.1745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,15,153.2,-1,16.68,4.28,33.439,24.392,8.14,8.22,7.94,103.41,81.64,0.811,3.42,0.6958,-1,0.23,2.16,0.177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,16,155.5,-1,16.38,4.254,33.452,24.471,8.13,8.18,7.98,102.32,80.3,0.878,3.79,0.7629,-1,0.19,2.23,0.181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,17,157.8,-1,16.31,4.246,33.449,24.485,8.13,7.97,7.99,99.53,78.82,0.952,3.71,0.7478,-1,0.21,2.29,0.1844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,18,160.39999,-1,15.85,4.2,33.431,24.577,8.12,7.72,8.07,95.64,78.73,0.957,3.69,0.745,-1,0.41,2.41,0.191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,19,162.8,-1,15.43,4.161,33.437,24.674,8.1,7.55,8.14,92.69,78.85,0.951,4.82,0.9509,-1,0.45,2.53,0.1976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:28:00,3902,1,20,166.3,-1,15.31,4.151,33.445,24.706,8.08,7.53,8.15,92.2,75.55,1.122,5.25,1.0282,-1,0.44,2.58,0.2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,1,118.2,-1,22.14,4.826,33.552,23.079,8.2,8.29,7.16,115.58,84.43,0.677,0.76,0.2121,-1,-0.13,1.44,0.1368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,2,123.1,-1,22.16,4.828,33.553,23.074,8.2,8.27,7.16,115.26,84.58,0.67,0.79,0.2173,-1,-0.21,1.43,0.1365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,3,125.7,-1,22.08,4.818,33.542,23.089,8.2,8.26,7.17,115.02,84.65,0.667,0.77,0.2145,-1,-0.19,1.43,0.1362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,4,128,-1,21.54,4.765,33.541,23.236,8.2,8.4,7.24,115.85,84.66,0.666,0.83,0.2257,-1,-0.17,1.44,0.137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,5,130.3,-1,21.33,4.744,33.54,23.294,8.21,8.43,7.27,115.71,84.18,0.689,0.89,0.2358,-1,-0.17,1.46,0.1383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,6,132.7,-1,21.23,4.734,33.538,23.32,8.21,8.42,7.28,115.39,83.75,0.71,0.98,0.2522,-1,-0.15,1.5,0.1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,7,134.89999,-1,21.18,4.73,33.541,23.335,8.21,8.43,7.29,115.49,83.62,0.716,1.1,0.2732,-1,-0.15,1.5,0.1403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,8,137.2,-1,21.15,4.726,33.542,23.345,8.21,8.41,7.29,115.19,83.5,0.721,1.14,0.2811,-1,-0.15,1.52,0.1413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,9,139.5,-1,21.1,4.722,33.539,23.355,8.21,8.44,7.3,115.47,83.36,0.728,1.21,0.2941,-1,-0.11,1.52,0.1414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,10,141.5,-1,20.97,4.708,33.534,23.388,8.21,8.45,7.31,115.3,83.41,0.725,1.38,0.3244,-1,-0.09,1.55,0.1429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,11,143.7,-1,20.87,4.698,33.529,23.41,8.21,8.42,7.33,114.74,82.83,0.754,1.55,0.3566,-1,-0.06,1.58,0.1445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,12,145.89999,-1,20.47,4.656,33.514,23.506,8.2,8.39,7.38,113.43,82.5,0.769,1.76,0.3947,-1,-0.03,1.61,0.1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,13,148.10001,-1,20,4.607,33.483,23.605,8.19,8.4,7.45,112.61,82.05,0.791,2.05,0.4473,-1,-0.02,1.7,0.1513,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,14,150,-1,19.12,4.518,33.457,23.811,8.18,8.54,7.57,112.62,81.77,0.805,2.17,0.4685,-1,-0.02,1.8,0.1572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,15,152.10001,-1,18.27,4.433,33.442,24.014,8.17,8.66,7.7,112.34,82.51,0.769,2.12,0.4596,-1,-0.01,1.85,0.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,16,154.2,-1,17.17,4.326,33.43,24.27,8.17,8.86,7.86,112.51,82.91,0.75,2.22,0.4772,-1,0.02,1.89,0.1619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,17,156.3,-1,16.83,4.296,33.449,24.364,8.17,8.56,7.91,107.99,83.08,0.741,2.41,0.5114,-1,0.13,1.91,0.1631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,18,158.2,-1,16.44,4.258,33.434,24.442,8.16,8.43,7.97,105.62,83.09,0.741,3.05,0.6278,-1,0.11,2.02,0.1692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,19,160.39999,-1,16.17,4.233,33.443,24.512,8.15,8.63,8.02,107.54,80.31,0.877,3.25,0.6651,-1,0.09,2.2,0.179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,20,162.60001,-1,15.87,4.203,33.43,24.569,8.16,8.58,8.06,106.23,81.25,0.831,2.92,0.6043,-1,0.14,2.12,0.1747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,21,164.89999,-1,15.43,4.161,33.43,24.668,8.15,8.53,8.14,104.69,81.88,0.8,3.19,0.6541,-1,0.12,2.13,0.1751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,22,167,-1,15.21,4.14,33.432,24.718,8.15,8.43,8.17,103.03,81.95,0.796,3.34,0.6813,-1,0.17,2.16,0.1769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,23,169,-1,15.12,4.132,33.433,24.739,8.14,8.2,8.19,100.02,81.73,0.807,3.41,0.6938,-1,0.21,2.18,0.1781,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,24,171.10001,-1,15,4.121,33.434,24.765,8.13,7.95,8.21,96.81,81.21,0.833,3.75,0.756,-1,0.26,2.25,0.1822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,25,173.2,-1,14.89,4.11,33.434,24.79,8.11,7.71,8.23,93.62,80.11,0.887,4.05,0.8105,-1,0.24,2.34,0.1867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,26,175.39999,-1,14.77,4.098,33.426,24.81,8.1,7.38,8.25,89.41,78.84,0.951,4.01,0.8036,-1,0.17,2.4,0.1904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,27,177.3,-1,14.67,4.089,33.436,24.839,8.08,7.24,8.26,87.5,78.69,0.958,3.74,0.7531,-1,0.04,2.5,0.1961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,28,179.3,-1,14.56,4.077,33.422,24.852,8.07,6.73,8.28,81.17,78.15,0.986,3.14,0.645,-1,-0.09,2.51,0.1965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,29,181.39999,-1,14.3,4.052,33.405,24.894,8.04,6.29,8.33,75.45,78.61,0.962,1.99,0.435,-1,-0.03,2.6,0.2014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:39:00,3903,1,30,183.39999,-1,13.71,3.995,33.39,25.003,8.01,6.21,8.43,73.7,76.91,1.05,2,0.4379,-1,-0.08,2.5,0.1958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,1,116.4,-1,22.53,4.866,33.561,22.975,8.2,8.29,7.11,116.29,84.42,0.677,0.74,0.2088,-1,-0.21,1.38,0.1339,-1,-1,-1,-1,-1,-1,0.23,-1,5,-1,-1,-1,5,-1,5
Summer,Hyperion,8/2/2016,13:53:00,3904,1,2,119.5,-1,22.57,4.869,33.56,22.965,8.2,8.29,7.11,116.41,84.97,0.652,0.76,0.2122,-1,-0.21,1.38,0.1338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,3,122,-1,22.6,4.872,33.559,22.955,8.2,8.26,7.1,116.05,85.09,0.646,0.75,0.21,-1,-0.22,1.38,0.1335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,4,124.5,-1,22.07,4.817,33.533,23.083,8.21,8.4,7.17,116.86,85.13,0.644,0.72,0.2047,-1,-0.2,1.38,0.1338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,5,126.9,-1,21.79,4.789,33.543,23.171,8.21,8.43,7.21,116.67,85.08,0.646,0.76,0.2121,-1,-0.18,1.4,0.1348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,6,129.2,-1,21.73,4.784,33.549,23.192,8.21,8.42,7.21,116.47,84.68,0.665,0.85,0.2282,-1,-0.17,1.4,0.1345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,7,131.2,-1,21.61,4.772,33.542,23.219,8.21,8.41,7.23,116.13,84.38,0.679,1.04,0.2623,-1,-0.18,1.43,0.1362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,8,133.39999,-1,21.59,4.771,33.547,23.228,8.21,8.39,7.23,115.79,84.29,0.684,0.9,0.2379,-1,-0.18,1.41,0.1353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,9,135.60001,-1,21.5,4.762,33.543,23.249,8.21,8.42,7.24,115.97,84.32,0.682,1,0.2562,-1,-0.18,1.44,0.137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,10,137.60001,-1,21.4,4.751,33.542,23.276,8.21,8.42,7.26,115.73,84.11,0.692,1.06,0.2675,-1,-0.13,1.46,0.1383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,11,139.8,-1,21.29,4.74,33.537,23.303,8.21,8.45,7.27,115.9,83.92,0.701,1.29,0.3078,-1,-0.14,1.51,0.1407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,12,141.39999,-1,21.1,4.72,33.532,23.352,8.21,8.46,7.3,115.65,83.58,0.717,1.36,0.3208,-1,-0.11,1.52,0.1414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,13,143.5,-1,21.01,4.712,33.531,23.373,8.21,8.39,7.31,114.61,83.53,0.72,1.42,0.3321,-1,-0.06,1.55,0.1432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,14,145,-1,20.73,4.681,33.51,23.434,8.21,8.4,7.35,114.04,83.47,0.723,1.66,0.3758,-1,-0.04,1.6,0.1457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,15,147.10001,-1,19.86,4.591,33.464,23.627,8.2,8.39,7.47,112.16,82.95,0.748,2.02,0.4408,-1,-0.01,1.66,0.1492,-1,-1,-1,-1,-1,-1,0.13,-1,5,-1,-1,-1,5,-1,5
Summer,Hyperion,8/2/2016,13:53:00,3904,1,16,149.10001,-1,18.63,4.459,33.362,23.862,8.19,8.65,7.65,112.98,82.37,0.776,2.3,0.4918,-1,0.02,1.8,0.1569,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,17,150.7,-1,17.12,4.318,33.402,24.261,8.18,8.8,7.87,111.69,82.4,0.774,2.36,0.5032,-1,0.05,1.93,0.1643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,18,152.39999,-1,16.62,4.271,33.412,24.386,8.17,8.67,7.95,108.92,82.66,0.762,2.49,0.5267,-1,0.09,1.94,0.1651,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,19,154.5,-1,15.61,4.173,33.391,24.599,8.17,8.66,8.11,106.62,82.8,0.755,2.83,0.5881,-1,0.13,2.06,0.1717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,20,156.5,-1,15.23,4.14,33.416,24.703,8.15,8.56,8.17,104.7,82.27,0.781,3.09,0.6363,-1,0.12,2.16,0.1773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,21,158.5,-1,15.04,4.12,33.401,24.732,8.15,8.42,8.2,102.62,82.25,0.782,3.13,0.6428,-1,0.18,2.16,0.1771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,22,160,-1,14.79,4.099,33.413,24.794,8.14,8.42,8.24,102.12,82.57,0.766,3.23,0.6608,-1,0.17,2.15,0.1762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,23,162,-1,14.7,4.09,33.419,24.819,8.14,8.26,8.26,99.96,82.58,0.766,3.45,0.7008,-1,0.28,2.15,0.1766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,24,163.60001,-1,14.51,4.072,33.406,24.849,8.14,8.02,8.29,96.62,82.64,0.763,3.65,0.7377,-1,0.44,2.17,0.1777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,25,165.5,-1,14.34,4.057,33.421,24.897,8.12,7.81,8.32,93.87,81.36,0.825,4.96,0.9766,-1,0.42,2.23,0.1809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,26,167.60001,-1,14.2,4.043,33.412,24.918,8.1,7.53,8.34,90.24,80.14,0.886,5.74,1.1178,-1,0.38,2.27,0.1832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,27,169,-1,13.99,4.024,33.415,24.965,8.09,7.14,8.38,85.22,79.69,0.908,5.17,1.0136,-1,0.33,2.2,0.179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,28,170.89999,-1,13.73,3.998,33.405,25.011,8.07,6.72,8.42,79.75,80.4,0.873,4.85,0.9551,-1,0.21,2.14,0.1757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,29,172.60001,-1,13.5,3.978,33.417,25.067,8.04,6.61,8.46,78.1,81.16,0.835,4.24,0.8444,-1,0.15,2.09,0.1732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,30,174.10001,-1,13.48,3.976,33.421,25.075,8.02,6.53,8.47,77.05,82.17,0.786,3.72,0.7498,-1,0.02,2.13,0.1753,-1,-1,-1,-1,-1,-1,0.01,-1,5,-1,-1,-1,5,-1,5
Summer,Hyperion,8/2/2016,13:53:00,3904,1,31,175.89999,-1,13.45,3.973,33.418,25.079,8.01,6.43,8.47,75.82,83.28,0.732,3.1,0.637,-1,-0.07,2.2,0.1794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,32,177.60001,-1,13.32,3.96,33.411,25.099,8.01,6.17,8.5,72.58,84.14,0.691,2.25,0.4825,-1,-0.15,2.19,0.1786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Summer,Hyperion,8/2/2016,13:53:00,3904,1,33,179.60001,-1,13.11,3.94,33.4,25.132,8,5.91,8.53,69.22,85.36,0.633,1.68,0.3794,-1,-0.18,2.2,0.1793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
