Season,Agency,Date,Time,Station ID,Field Rep,Depth,Time (seconds),Descent rate (m/s),Temperature (Deg C),Conductivity (S/m),Salinity (psu),Density,pH,Oxygen (mg/L),SBE DO Sat (mg/L),SBE DO Sat (%),% T,SBE Beam C,Chl-a (ug/L) WET,Voltage (Chl-a) WET,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L) WET,Voltage (CDOM) WET,Irradiance,Surface Irradiance,Irradiance (% Norm),delta-T,Stability (E),Qual_NH3,Ammonia (mg/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,5,50.7,0.52,13.79,4.025,33.614,25.16,8.01,6.4,8.4,76.16,80.28,0.879,1.57,0.3521,,,0.74,0.2179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,6,52.3,0.91,13.58,4.005,33.611,25.2,7.99,6.18,8.44,73.2,82,0.794,1.47,0.3339,,,0.76,0.2206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,7,53.4,0.86,13.4,3.988,33.608,25.235,7.97,5.96,8.47,70.3,83.21,0.735,1.48,0.337,,,0.78,0.2227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,8,55,0.54,13.25,3.974,33.61,25.267,7.95,5.66,8.5,66.56,83.91,0.702,1.45,0.3317,,,0.79,0.2246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,9,56.6,0.83,12.92,3.943,33.605,25.329,7.93,5.5,8.56,64.26,84.58,0.67,1.48,0.3365,,,0.8,0.2264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,10,57.9,0.68,12.69,3.921,33.601,25.371,7.89,5.52,8.6,64.14,85.37,0.633,1.51,0.3416,,,0.8,0.2261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,11,59.2,1.01,12.49,3.902,33.599,25.409,7.87,5.54,8.63,64.11,85.95,0.605,1.44,0.329,,,0.8,0.226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,12,60.5,0.71,12.45,3.898,33.595,25.412,7.86,5.34,8.64,61.74,86.16,0.596,1.43,0.3268,,,0.8,0.2263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,13,61.9,0.54,12.55,3.908,33.595,25.392,7.86,5.15,8.62,59.71,86.29,0.59,1.58,0.354,,,0.81,0.2277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,14,63.5,1.14,12.29,3.883,33.592,25.441,7.85,5.06,8.67,58.4,86.27,0.591,2.25,0.4736,,,0.85,0.2329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,15,64.8,0.62,12.11,3.867,33.599,25.481,7.83,5.05,8.7,58,85.69,0.618,2.73,0.5597,,,0.89,0.2388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,16,66.2,0.98,12.01,3.857,33.601,25.502,7.83,5.04,8.72,57.76,85.66,0.619,2.55,0.5269,,,0.84,0.232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,17,67.4,0.71,11.93,3.851,33.608,25.522,7.83,5.05,8.74,57.77,85.73,0.616,2.35,0.4918,,,0.83,0.2304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,18,69,0.55,11.9,3.849,33.608,25.526,7.83,5.14,8.74,58.83,86.13,0.597,2.04,0.4366,,,0.82,0.2289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,19,70.4,1.05,11.81,3.841,33.613,25.548,7.83,5.26,8.76,60.02,86.59,0.576,1.61,0.3598,,,0.76,0.2199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,20,71.8,0.61,11.71,3.832,33.619,25.571,7.84,5.24,8.78,59.71,87.86,0.518,1.05,0.2593,,,0.67,0.2076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,21,73.3,0.76,11.58,3.82,33.622,25.598,7.86,5.15,8.8,58.55,88.09,0.507,0.85,0.2229,,,0.57,0.1923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,22,74.6,0.79,11.52,3.816,33.636,25.62,7.86,5,8.81,56.78,89.95,0.424,0.85,0.2246,,,0.54,0.1885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,23,75.9,0.74,11.49,3.815,33.641,25.628,7.85,4.9,8.82,55.57,90.23,0.411,0.83,0.2195,,,0.55,0.1897,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,24,77.5,0.56,11.46,3.812,33.652,25.643,7.84,4.85,8.82,54.95,90.09,0.417,0.75,0.2065,,,0.59,0.1948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,25,79,0.99,11.42,3.809,33.659,25.656,7.83,4.84,8.83,54.82,90.03,0.42,0.69,0.1954,,,0.59,0.1958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,26,80,0.86,11.38,3.806,33.664,25.667,7.82,4.78,8.84,54.12,90.08,0.418,0.69,0.1943,,,0.59,0.1961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,27,81.8,0.46,11.38,3.807,33.665,25.667,7.82,4.72,8.84,53.47,90.09,0.418,0.66,0.1894,,,0.6,0.1969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,28,83.4,1.22,11.33,3.802,33.67,25.681,7.82,4.72,8.85,53.33,90.08,0.418,0.58,0.1757,,,0.6,0.1976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,29,84.2,1.14,11.3,3.8,33.672,25.688,7.81,4.69,8.85,53.01,90.01,0.421,0.57,0.1743,,,0.61,0.1979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,30,85.9,0.46,11.32,3.801,33.669,25.683,7.81,4.62,8.85,52.19,90,0.421,0.58,0.1749,,,0.61,0.1983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,31,87.6,1.09,11.27,3.797,33.674,25.696,7.81,4.55,8.86,51.4,90,0.421,0.47,0.1562,,,0.62,0.1994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,32,88.7,0.76,11.22,3.793,33.678,25.707,7.8,4.54,8.87,51.23,89.77,0.432,0.45,0.1524,,,0.62,0.1993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,33,90.2,0.59,11.16,3.788,33.679,25.718,7.8,4.54,8.88,51.21,89.67,0.436,0.36,0.136,,,0.62,0.1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,34,91.7,0.77,11.02,3.776,33.696,25.758,7.8,4.55,8.9,51.16,89.59,0.44,0.32,0.1296,,,0.6,0.1974,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,35,93.4,0.49,10.98,3.773,33.696,25.765,7.8,4.53,8.91,50.87,89.8,0.43,0.29,0.1231,,,0.59,0.1952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,36,95,0.9,10.93,3.769,33.702,25.777,7.8,4.52,8.92,50.68,89.89,0.426,0.28,0.1213,,,0.58,0.1935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,37,96,1.24,10.91,3.768,33.706,25.784,7.8,4.49,8.92,50.28,89.96,0.423,0.27,0.1204,,,0.58,0.1938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,38,97.7,0.43,10.93,3.769,33.705,25.781,7.79,4.42,8.92,49.53,90.16,0.414,0.27,0.1194,,,0.59,0.1957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,39,99.4,1.05,10.91,3.769,33.715,25.791,7.79,4.43,8.92,49.63,90.19,0.413,0.22,0.1113,,,0.58,0.1935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,40,100.3,1.25,10.91,3.769,33.723,25.798,7.79,4.43,8.92,49.7,90.25,0.411,0.22,0.1106,,,0.57,0.1924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,41,101.9,0.43,10.89,3.768,33.721,25.8,7.79,4.47,8.93,50.14,90.44,0.402,0.21,0.1103,,,0.57,0.192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,42,103.7,0.98,10.88,3.767,33.722,25.803,7.79,4.49,8.93,50.34,90.38,0.405,0.22,0.1117,,,0.56,0.1914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,43,104.6,1.1,10.86,3.765,33.723,25.806,7.79,4.51,8.93,50.55,90.47,0.4,0.21,0.1089,,,0.55,0.1904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,44,106.3,0.44,10.86,3.765,33.723,25.806,7.79,4.57,8.93,51.17,90.58,0.396,0.21,0.1093,,,0.55,0.1903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,45,108.1,1.09,10.84,3.763,33.722,25.81,7.8,4.61,8.94,51.56,90.59,0.395,0.21,0.1098,,,0.54,0.1881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,46,109.4,0.58,10.79,3.759,33.724,25.821,7.8,4.61,8.95,51.54,90.84,0.384,0.21,0.1096,,,0.54,0.1883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,47,111,0.81,10.73,3.754,33.727,25.832,7.8,4.61,8.96,51.42,90.88,0.383,0.18,0.1047,,,0.53,0.1868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,48,112.1,0.99,10.67,3.749,33.733,25.848,7.8,4.6,8.97,51.34,91.14,0.371,0.18,0.1043,,,0.53,0.1869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,49,113.7,0.49,10.67,3.749,33.735,25.85,7.8,4.6,8.97,51.26,91.27,0.365,0.17,0.1029,,,0.53,0.1864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,50,115.3,0.96,10.64,3.746,33.739,25.858,7.8,4.58,8.98,51.07,91.3,0.364,0.17,0.1017,,,0.53,0.1865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,51,116.5,0.75,10.63,3.746,33.74,25.86,7.8,4.58,8.98,50.98,91.38,0.36,0.16,0.1011,,,0.53,0.1867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,52,117.9,0.69,10.61,3.744,33.743,25.867,7.8,4.57,8.98,50.95,91.44,0.358,0.15,0.0996,,,0.53,0.1863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,53,120.1,0.38,10.58,3.742,33.749,25.877,7.8,4.52,8.99,50.33,91.57,0.352,0.15,0.0989,,,0.53,0.1864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,54,121.9,1.13,10.57,3.741,33.749,25.878,7.8,4.45,8.99,49.57,91.54,0.353,0.15,0.0986,,,0.53,0.1864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,55,122.8,1.15,10.53,3.738,33.756,25.891,7.79,4.42,9,49.19,91.58,0.352,0.14,0.0974,,,0.54,0.1876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,56,124.3,0.5,10.5,3.737,33.763,25.901,7.78,4.41,9,48.96,91.68,0.348,0.14,0.0965,,,0.54,0.1877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,57,125.9,1.09,10.45,3.732,33.771,25.917,7.78,4.36,9.01,48.43,91.66,0.349,0.12,0.094,,,0.53,0.1874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,58,126.8,1.01,10.36,3.725,33.78,25.939,7.78,4.33,9.03,47.95,91.75,0.344,0.12,0.094,,,0.54,0.1878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,59,128,0.68,10.31,3.722,33.788,25.954,7.78,4.3,9.04,47.57,91.9,0.338,0.11,0.0925,,,0.54,0.1883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,60,129.6,0.69,10.24,3.716,33.795,25.972,7.77,4.3,9.05,47.52,91.89,0.338,0.11,0.0917,,,0.55,0.1893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,61,131.2,0.56,10.22,3.714,33.803,25.982,7.77,4.28,9.06,47.31,91.92,0.337,0.11,0.0916,,,0.55,0.1891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,62,132.9,0.66,10.17,3.711,33.803,25.989,7.77,4.26,9.06,46.98,91.92,0.337,0.1,0.0908,,,0.54,0.189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,63,134.3,0.81,10.14,3.708,33.81,26,7.76,4.23,9.07,46.67,91.97,0.335,0.1,0.0905,,,0.55,0.1895,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,64,136.1,0.44,10.15,3.709,33.815,26.003,7.76,4.2,9.07,46.31,91.94,0.336,0.1,0.0907,,,0.55,0.1901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,65,137.9,0.94,10.13,3.708,33.82,26.009,7.76,4.16,9.07,45.93,91.93,0.337,0.1,0.0902,,,0.55,0.1903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,66,138.8,1.12,10.07,3.703,33.82,26.019,7.76,4.14,9.08,45.58,91.93,0.336,0.1,0.0892,,,0.56,0.1907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,67,140.3,0.53,10.03,3.7,33.831,26.035,7.76,4.11,9.09,45.28,91.95,0.336,0.1,0.0895,,,0.56,0.1908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,68,141.8,1.06,10.04,3.702,33.839,26.04,7.75,4.11,9.09,45.28,91.92,0.337,0.09,0.0887,,,0.56,0.1915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,69,143.5,0.46,10.05,3.703,33.841,26.04,7.75,4.09,9.09,45.03,91.94,0.336,0.09,0.0889,,,0.56,0.1917,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,70,145.2,0.93,10.04,3.702,33.84,26.042,7.75,4.08,9.09,44.87,91.97,0.335,0.1,0.089,,,0.56,0.1917,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,71,146.4,0.72,9.99,3.698,33.847,26.055,7.75,4.08,9.1,44.86,91.97,0.335,0.09,0.0889,,,0.56,0.1914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,72,148,0.6,9.98,3.697,33.848,26.058,7.75,4.07,9.1,44.7,92,0.334,0.09,0.0887,,,0.56,0.1918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,73,149.6,0.64,9.98,3.698,33.849,26.058,7.75,4.03,9.1,44.31,92.03,0.332,0.09,0.0883,,,0.56,0.1918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,74,151.5,0.46,9.98,3.698,33.852,26.061,7.75,4,9.1,43.98,92.03,0.332,0.09,0.0887,,,0.57,0.192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,75,153,1.24,9.94,3.695,33.864,26.077,7.74,4.01,9.11,44.02,92.02,0.333,0.09,0.088,,,0.57,0.1922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,76,154.8,0.45,9.93,3.695,33.866,26.079,7.74,3.99,9.11,43.87,92.07,0.331,0.09,0.0881,,,0.57,0.1924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,77,155.9,0.73,9.92,3.695,33.867,26.081,7.74,3.99,9.11,43.82,92.04,0.332,0.09,0.0878,,,0.57,0.1927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,78,157.4,1.2,9.91,3.693,33.87,26.086,7.74,3.99,9.11,43.76,92.03,0.332,0.09,0.0878,,,0.57,0.1926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,79,158.7,0.6,9.9,3.693,33.87,26.087,7.74,3.98,9.11,43.74,92.08,0.33,0.09,0.0878,,,0.57,0.1925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,80,160.7,0.48,9.9,3.693,33.87,26.088,7.74,3.98,9.11,43.66,92.07,0.33,0.09,0.0875,,,0.57,0.1923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,81,162.3,1,9.89,3.692,33.872,26.09,7.74,3.97,9.12,43.59,92.07,0.33,0.09,0.0872,,,0.57,0.1926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,82,163.6,0.59,9.89,3.693,33.873,26.092,7.74,3.96,9.12,43.44,92.1,0.329,0.09,0.0872,,,0.57,0.1927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,83,165.3,0.73,9.89,3.693,33.875,26.093,7.74,3.95,9.12,43.36,92.09,0.33,0.09,0.0876,,,0.57,0.1927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,84,166.6,0.71,9.89,3.693,33.877,26.095,7.74,3.94,9.12,43.23,92.11,0.329,0.09,0.0875,,,0.57,0.193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,85,168.4,0.48,9.89,3.693,33.879,26.097,7.74,3.9,9.12,42.82,92.05,0.331,0.08,0.0871,,,0.57,0.1926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,86,170.1,0.88,9.88,3.692,33.882,26.1,7.73,3.87,9.12,42.48,92.12,0.328,0.08,0.0871,,,0.57,0.1932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,87,171.2,1.01,9.87,3.692,33.886,26.106,7.73,3.85,9.12,42.24,92.11,0.329,0.08,0.0869,,,0.58,0.1936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,88,173.2,0.36,9.85,3.691,33.896,26.117,7.73,3.72,9.12,40.79,92.11,0.329,0.08,0.087,,,0.58,0.1942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,89,175.3,1.04,9.84,3.691,33.907,26.127,7.72,3.69,9.12,40.42,92.07,0.33,0.08,0.0866,,,0.59,0.1957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,90,176.1,1.23,9.83,3.693,33.93,26.147,7.72,3.66,9.12,40.11,92.06,0.331,0.08,0.0871,,,0.6,0.1965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,91,177.8,0.42,9.84,3.693,33.928,26.144,7.71,3.6,9.12,39.53,92.1,0.329,0.08,0.0865,,,0.59,0.1959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,92,179.6,1.08,9.83,3.693,33.935,26.15,7.71,3.59,9.12,39.34,92.08,0.33,0.08,0.0866,,,0.6,0.1971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,93,180.5,0.96,9.83,3.693,33.94,26.155,7.71,3.58,9.13,39.23,92.07,0.331,0.08,0.0859,,,0.6,0.1971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,94,182.1,0.51,9.82,3.693,33.941,26.157,7.71,3.57,9.13,39.09,92.09,0.33,0.08,0.086,,,0.6,0.1965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,95,183.7,1,9.81,3.693,33.945,26.161,7.71,3.55,9.13,38.93,92.08,0.33,0.08,0.0857,,,0.6,0.1968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,96,185,0.64,9.8,3.692,33.946,26.164,7.71,3.54,9.13,38.78,92.06,0.331,0.08,0.0857,,,0.6,0.1971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,97,186.9,0.46,9.79,3.691,33.947,26.167,7.7,3.5,9.13,38.34,92.09,0.33,0.08,0.0859,,,0.6,0.1971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,98,188.5,1.12,9.77,3.689,33.949,26.171,7.7,3.49,9.14,38.23,92.02,0.333,0.08,0.0855,,,0.61,0.1977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/07/2019, 10:32:00,3055,1,99,189.4,1.24,9.76,3.689,33.951,26.174,7.7,3.49,9.14,38.24,91.97,0.335,0.08,0.0858,,,0.6,0.1972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
