Season,Agency,Date,Time,Station ID,Field Rep,Depth,Time (seconds),Descent rate (m/s),Temperature (Deg C),Conductivity (S/m),Salinity (psu),Density,pH,Oxygen (mg/L),SBE DO Sat (mg/L),SBE DO Sat (%),% T,SBE Beam C,Chl-a (ug/L) WET,Voltage (Chl-a) WET,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L) WET,Voltage (CDOM) WET,Irradiance,Surface Irradiance,Irradiance (% Norm),delta-T,Stability (E),Qual_NH3,Ammonia (mg/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Winter,LACSD, 02/07/2019, 08:48:00,3101,1,12,105.4,0.66,15.01,4.137,33.575,24.872,8.13,7.86,8.2,95.82,82.15,0.786,1,0.2486,,,0.58,0.1633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:48:00,3101,1,13,106.8,0.78,15.01,4.137,33.575,24.872,8.13,7.87,8.2,95.95,81.9,0.798,0.93,0.2359,,,0.58,0.1638,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:48:00,3101,1,14,107.9,1.16,15.01,4.137,33.575,24.872,8.13,7.88,8.2,96.05,81.86,0.8,0.9,0.2305,,,0.58,0.1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:48:00,3101,1,15,108.7,1.16,15.01,4.137,33.575,24.872,8.13,7.89,8.2,96.18,81.54,0.816,0.89,0.229,,,0.59,0.164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:48:00,3101,1,16,111.1,0.19,15.01,4.137,33.575,24.872,8.13,7.88,8.2,96.05,81.46,0.82,0.98,0.2443,,,0.58,0.1635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:48:00,3101,1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:48:00,3101,1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:48:00,3101,1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:48:00,3101,1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,1,23.5,0.12,15.11,4.148,33.589,24.859,8.14,7.88,8.18,96.26,84.79,0.66,0.65,0.1869,,,0.51,0.155,-1,-1,-1,-1,-1,<,0.003,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,2,26.4,0.78,15.12,4.148,33.589,24.859,8.14,7.94,8.18,97,84.76,0.661,0.59,0.1745,,,0.51,0.155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,3,27.6,0.94,15.11,4.147,33.589,24.86,8.14,7.96,8.18,97.18,84.89,0.655,0.63,0.1826,,,0.5,0.154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,4,28.7,0.88,15.11,4.147,33.59,24.861,8.14,7.97,8.18,97.38,84.89,0.655,0.76,0.206,,,0.5,0.1541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,5,29.8,0.85,15.11,4.147,33.589,24.86,8.14,7.98,8.18,97.45,84.88,0.656,0.87,0.2261,,,0.51,0.1549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,6,31.1,0.72,15.11,4.147,33.589,24.86,8.14,7.99,8.18,97.63,84.84,0.658,0.83,0.2184,,,0.51,0.1551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,7,32.5,0.75,15.11,4.147,33.589,24.86,8.14,8,8.18,97.76,84.83,0.658,0.97,0.2437,,,0.51,0.155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,8,33.7,0.98,15.11,4.148,33.589,24.86,8.14,8.01,8.18,97.88,84.78,0.661,1.07,0.2609,,,0.51,0.1548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,9,34.7,0.96,15.11,4.147,33.589,24.86,8.14,8.01,8.18,97.88,84.84,0.658,1.05,0.2583,,,0.51,0.1551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,10,35.8,0.9,15.11,4.147,33.589,24.86,8.14,8.02,8.18,97.92,84.83,0.658,1.08,0.262,,,0.51,0.155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,11,37.1,0.71,15.11,4.147,33.589,24.861,8.14,8,8.18,97.71,84.81,0.659,1.12,0.2693,,,0.51,0.155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,12,38.5,0.81,15.11,4.147,33.589,24.861,8.14,8.01,8.18,97.82,84.88,0.656,1.16,0.2767,,,0.51,0.1547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,13,39.7,0.82,15.11,4.147,33.589,24.861,8.14,8.02,8.18,97.92,84.78,0.66,1.14,0.2737,,,0.51,0.1553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,14,40.8,1.03,15.11,4.147,33.588,24.861,8.14,8.02,8.18,97.88,84.75,0.662,1.07,0.2616,,,0.51,0.1552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,15,41.9,0.88,15.11,4.147,33.588,24.861,8.14,8.01,8.18,97.76,84.72,0.663,1.06,0.2587,,,0.51,0.1549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,16,43.1,0.76,15.11,4.147,33.589,24.861,8.14,8.01,8.18,97.81,84.71,0.664,1.14,0.2741,,,0.51,0.1552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,17,44.3,0.86,15.1,4.147,33.588,24.862,8.14,8.01,8.18,97.83,84.71,0.664,1.07,0.2609,,,0.52,0.1559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,18,45.6,0.74,15.09,4.146,33.587,24.864,8.13,8,8.18,97.64,84.55,0.671,1.01,0.2507,,,0.52,0.1563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,19,47,0.74,15.08,4.145,33.587,24.865,8.13,7.98,8.19,97.45,84.18,0.689,0.99,0.2475,,,0.53,0.1572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,20,48.3,0.78,15.06,4.143,33.584,24.867,8.13,7.99,8.19,97.49,83.52,0.721,0.94,0.2386,,,0.56,0.1608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,21,49.5,0.96,15.02,4.138,33.577,24.873,8.13,7.96,8.2,97.01,82.66,0.762,0.8,0.2132,,,0.62,0.1675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,22,50.5,0.97,14.97,4.133,33.571,24.878,8.12,7.95,8.21,96.81,81.15,0.836,0.64,0.1849,,,0.69,0.1758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,23,51.6,0.9,14.91,4.127,33.564,24.885,8.12,7.87,8.21,95.69,79.45,0.92,0.6,0.177,,,0.71,0.1783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,24,52.8,0.78,14.91,4.128,33.575,24.893,8.11,7.71,8.21,93.72,79.99,0.894,0.68,0.1918,,,0.68,0.1752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,25,54.4,0.56,14.92,4.129,33.578,24.894,8.11,7.64,8.21,92.9,81.08,0.839,0.61,0.1788,,,0.65,0.1711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,26,55.8,0.96,14.85,4.124,33.595,24.922,8.1,7.65,8.22,92.94,84.33,0.682,0.51,0.1603,,,0.58,0.1636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,27,56.8,1.03,14.82,4.122,33.595,24.928,8.1,7.67,8.23,93.2,85.44,0.629,0.5,0.1596,,,0.58,0.1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,28,57.8,0.86,14.8,4.119,33.595,24.933,8.1,7.7,8.23,93.45,84.74,0.662,0.52,0.1623,,,0.59,0.1642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,29,58.9,0.26,14.81,4.121,33.596,24.931,8.09,7.7,8.23,93.43,84.74,0.662,0.5,0.1591,,,0.58,0.1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:41:00,3102,1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,<,0.003,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,1,25.4,0.07,15.21,4.158,33.601,24.848,8.14,7.9,8.16,96.62,84.97,0.652,0.56,0.1692,,,0.5,0.1536,-1,-1,-1,-1,-1,<,0.003,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,2,29.9,0.67,15.2,4.158,33.602,24.849,8.14,7.91,8.16,96.81,84.92,0.654,0.57,0.1713,,,0.5,0.1533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,3,31.2,0.89,15.21,4.158,33.602,24.849,8.14,7.91,8.16,96.86,84.95,0.652,0.62,0.1814,,,0.5,0.1534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,4,32.3,0.98,15.21,4.158,33.602,24.849,8.14,7.91,8.16,96.84,84.97,0.651,0.68,0.1913,,,0.49,0.1531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,5,33.2,1.04,15.21,4.158,33.602,24.848,8.14,7.92,8.16,96.92,85,0.65,0.78,0.2091,,,0.49,0.153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,6,34.6,0.62,15.21,4.158,33.602,24.849,8.14,7.94,8.16,97.12,84.98,0.651,0.81,0.2155,,,0.49,0.1531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,7,36.1,0.84,15.21,4.158,33.602,24.849,8.14,7.94,8.16,97.15,84.94,0.653,0.88,0.2263,,,0.5,0.1535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,8,37.1,1.13,15.21,4.158,33.602,24.849,8.14,7.94,8.16,97.14,84.95,0.652,0.9,0.2309,,,0.5,0.1536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,9,38,0.92,15.21,4.158,33.602,24.849,8.14,7.94,8.16,97.2,84.87,0.656,0.92,0.2347,,,0.49,0.1532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,10,39.3,0.72,15.21,4.158,33.602,24.849,8.14,7.94,8.16,97.22,84.9,0.655,0.96,0.2416,,,0.49,0.1531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,11,40.6,0.86,15.21,4.158,33.602,24.849,8.14,7.96,8.16,97.37,84.89,0.655,0.97,0.2429,,,0.5,0.1535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,12,41.8,0.82,15.21,4.158,33.602,24.849,8.14,7.95,8.16,97.29,84.85,0.657,0.97,0.2431,,,0.5,0.1536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,13,43,0.89,15.21,4.158,33.601,24.849,8.14,7.95,8.16,97.33,84.88,0.656,1.02,0.2522,,,0.5,0.1533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,14,44.1,0.86,15.21,4.158,33.602,24.85,8.14,7.96,8.16,97.44,84.78,0.66,1.01,0.2507,,,0.5,0.1538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,15,45.3,0.9,15.21,4.158,33.602,24.85,8.14,7.96,8.16,97.44,84.88,0.656,0.97,0.2441,,,0.5,0.1538,-1,-1,-1,-1,-1,<,0.003,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,16,46.8,0.57,15.21,4.158,33.602,24.85,8.14,7.96,8.16,97.42,84.74,0.662,0.98,0.2458,,,0.5,0.1537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,17,48.2,1.17,15.21,4.159,33.602,24.849,8.14,7.97,8.16,97.47,84.86,0.657,1.07,0.2618,,,0.5,0.1535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,18,49,1.28,15.21,4.159,33.602,24.849,8.14,7.97,8.16,97.52,84.86,0.657,0.99,0.2476,,,0.5,0.1535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,19,50.2,0.66,15.21,4.159,33.602,24.849,8.14,7.97,8.16,97.52,84.86,0.657,0.98,0.2446,,,0.5,0.1534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,20,51.7,0.78,15.21,4.159,33.602,24.849,8.14,7.96,8.16,97.4,84.91,0.654,0.95,0.239,,,0.5,0.1536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,21,53,0.75,15.21,4.159,33.602,24.849,8.14,7.96,8.16,97.46,84.92,0.654,0.98,0.2456,,,0.5,0.1536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,22,54.2,0.94,15.21,4.159,33.602,24.849,8.14,7.96,8.16,97.45,85.03,0.649,0.95,0.2404,,,0.5,0.1539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,23,55.1,1.14,15.21,4.159,33.602,24.849,8.14,7.97,8.16,97.55,84.99,0.651,0.97,0.2431,,,0.5,0.1536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,24,56.1,1,15.21,4.159,33.602,24.849,8.14,7.98,8.16,97.63,84.94,0.653,0.97,0.2425,,,0.5,0.1543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,25,57.4,0.63,15.21,4.159,33.602,24.85,8.14,7.97,8.16,97.57,84.92,0.654,0.96,0.2415,,,0.5,0.154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,26,59.1,0.57,15.21,4.159,33.602,24.849,8.14,7.97,8.16,97.54,84.84,0.658,0.94,0.238,,,0.5,0.1539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,27,60.5,1.13,15.21,4.159,33.602,24.85,8.14,7.97,8.16,97.52,84.9,0.655,0.93,0.2359,,,0.5,0.1539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,28,61.4,1.09,15.21,4.159,33.602,24.85,8.14,7.96,8.16,97.4,84.99,0.651,0.91,0.2328,,,0.5,0.1539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,29,62.4,0.98,15.21,4.159,33.602,24.85,8.14,7.97,8.16,97.55,85.01,0.65,0.89,0.2285,,,0.5,0.1541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,30,63.3,1.17,15.21,4.159,33.602,24.85,8.14,7.98,8.16,97.59,85.02,0.649,0.88,0.227,,,0.5,0.1541,-1,-1,-1,-1,-1,<,0.003,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,31,65,0.44,15.21,4.159,33.602,24.851,8.14,7.97,8.16,97.49,85.06,0.647,0.89,0.2291,,,0.5,0.1538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,32,66.8,0.85,15.2,4.159,33.602,24.851,8.14,7.95,8.16,97.23,85.06,0.647,0.92,0.2348,,,0.5,0.1542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,33,67.8,1.19,15.2,4.159,33.602,24.851,8.14,7.93,8.16,97.08,85.06,0.647,0.89,0.2297,,,0.5,0.1538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,34,68.6,1.17,15.2,4.159,33.603,24.851,8.13,7.92,8.16,96.94,85.16,0.642,0.86,0.2241,,,0.5,0.1539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,35,69.6,0.89,15.2,4.159,33.603,24.852,8.13,7.91,8.17,96.83,85.26,0.638,0.87,0.225,,,0.5,0.1539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,36,71.1,0.56,15.19,4.158,33.603,24.855,8.13,7.83,8.17,95.84,85.32,0.635,0.81,0.2138,,,0.5,0.1544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,37,72.7,0.86,15.19,4.158,33.603,24.855,8.13,7.7,8.17,94.16,85.49,0.627,0.79,0.2107,,,0.51,0.1544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,38,73.6,1.27,15.18,4.156,33.602,24.857,8.13,7.6,8.17,92.9,85.45,0.629,0.77,0.2069,,,0.51,0.1546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,39,74.4,1.1,15.12,4.151,33.6,24.869,8.13,7.56,8.18,92.33,85.48,0.628,0.75,0.2046,,,0.51,0.1549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,40,75.7,0.63,15.04,4.143,33.597,24.883,8.12,7.55,8.19,92.03,86.04,0.602,0.63,0.1827,,,0.55,0.1594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,41,77.2,0.83,14.87,4.127,33.595,24.919,8.1,7.55,8.22,91.73,85.55,0.624,0.59,0.1758,,,0.58,0.1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,42,78.5,0.71,14.85,4.125,33.594,24.923,8.1,7.52,8.22,91.42,85.21,0.64,0.58,0.1732,,,0.59,0.1644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD, 02/07/2019, 08:30:00,3103,1,43,79.9,0.73,14.82,4.122,33.595,24.93,8.1,7.52,8.23,91.33,84.88,0.656,0.54,0.1661,,,0.59,0.1646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
