Season,Agency,Date,Time,Station ID,Field Rep,Depth(m),Time (s),Descent rate (m/s),Temperature (°C),Conductivity (S/m),Salinity (psu),Density (å-theta),pH,Oxygen (mg/L),SBE DO sat (mg/L),SBE DO sat (%),Transmissivity (%),SBE Beam C,Chl-a (ug/L),Voltage-Chl-a,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L),Voltage-CDOM,Irradiance,Surface Irradiance,Irradiance (% Norm),delta T,Stability (E),Qual_NH3,Ammonia-N (ug/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Winter,Hyperion,2/3/2015,12:49:00,3901,1,1,121,0.49,16.68,4.263,33.297,24.283,7.93,7.93,7.94,99.73,85.09,0.645,0.22,0.1036,-1,0.02,0.42,0.0928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,12:49:00,3901,1,2,122.3,0.7,16.67,4.263,33.296,24.283,7.93,7.93,7.94,99.68,85.99,0.604,0.22,0.1028,-1,0.07,0.42,0.0926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,12:49:00,3901,1,3,123.8,0.67,16.47,4.244,33.292,24.326,7.93,7.93,7.98,99.37,86.34,0.588,0.24,0.1062,-1,0.17,0.45,0.0937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,12:49:00,3901,1,4,125.3,0.67,16.36,4.233,33.294,24.354,7.93,7.92,7.99,98.93,86.38,0.586,0.32,0.1201,-1,0.32,0.49,0.0966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,12:49:00,3901,1,5,126.7,0.75,16.34,4.231,33.293,24.357,7.93,7.9,8,98.7,86.27,0.592,0.43,0.1388,-1,0.4,0.53,0.098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,12:49:00,3901,1,6,128.2,0.6,16.33,4.23,33.293,24.36,7.93,7.91,8,98.82,84.57,0.67,0.5,0.1505,-1,0.62,0.58,0.1015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,12:49:00,3901,1,7,129.8,0.62,16.31,4.228,33.293,24.364,7.93,7.88,8,98.37,83.17,0.74,0.73,0.19,-1,0.55,0.6,0.1034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,12:49:00,3901,1,8,132.39999,0.29,16.3,4.227,33.293,24.367,7.93,7.89,8,98.51,78.43,0.972,0.87,0.214,-1,0.67,0.62,0.1045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,12:49:00,3901,1,9,136.10001,0.23,16.28,4.225,33.293,24.373,7.93,7.9,8.01,98.61,77.33,1.028,1.05,0.2442,-1,0.74,0.64,0.1058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,1,70.9,0.23,16.66,4.261,33.295,24.285,7.93,7.9,7.95,99.28,87.99,0.51,0.14,0.0897,-1,17.27,0.31,0.0859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,2,73.6,0.66,16.66,4.262,33.298,24.288,7.93,7.89,7.95,99.17,88.42,0.493,0.14,0.0897,-1,-0.05,0.31,0.0862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,3,75.2,0.63,16.54,4.25,33.291,24.31,7.93,7.92,7.97,99.32,88.48,0.49,0.14,0.0896,-1,0.01,0.32,0.0864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,4,76.8,0.67,16.43,4.239,33.294,24.339,7.93,7.94,7.98,99.37,88.34,0.496,0.16,0.0926,-1,0.03,0.32,0.0866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,5,78.4,0.62,16.39,4.236,33.293,24.346,7.93,7.96,7.99,99.51,87.91,0.515,0.19,0.0984,-1,0.03,0.34,0.0872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,6,79.8,0.74,16.38,4.235,33.294,24.349,7.93,7.96,7.99,99.46,87.63,0.528,0.21,0.1008,-1,0.03,0.36,0.0886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,7,81.3,0.62,16.37,4.234,33.294,24.352,7.93,7.95,7.99,99.31,87.37,0.54,0.23,0.1042,-1,0.06,0.34,0.0882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,8,82.9,0.68,16.36,4.233,33.294,24.355,7.93,7.95,7.99,99.35,87.33,0.542,0.25,0.1081,-1,0.09,0.36,0.0881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,9,84.4,0.7,16.35,4.232,33.294,24.356,7.93,7.96,8,99.5,87.21,0.548,0.27,0.112,-1,0.08,0.36,0.0891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,10,85.9,0.62,16.34,4.231,33.294,24.359,7.93,7.98,8,99.72,87.07,0.554,0.31,0.1189,-1,0.17,0.37,0.0894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,11,87.5,0.67,16.33,4.23,33.294,24.362,7.93,7.97,8,99.56,86.86,0.563,0.36,0.1277,-1,0.2,0.39,0.0907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,12,88.9,0.69,16.32,4.229,33.294,24.364,7.93,7.97,8,99.51,86.59,0.576,0.41,0.1358,-1,0.22,0.4,0.0911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,13,90.5,0.62,16.3,4.228,33.294,24.368,7.93,7.96,8,99.38,86.31,0.589,0.49,0.1485,-1,0.27,0.42,0.0924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,14,92,0.71,16.29,4.227,33.295,24.37,7.93,7.96,8,99.38,86.11,0.598,0.52,0.154,-1,0.32,0.42,0.0923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,15,93.5,0.65,16.29,4.227,33.295,24.371,7.93,7.95,8.01,99.22,86.03,0.602,0.57,0.1618,-1,0.38,0.42,0.0927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,16,95,0.68,16.29,4.226,33.295,24.372,7.93,7.93,8.01,98.96,85.66,0.619,0.66,0.1776,-1,0.4,0.43,0.0934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,17,96.5,0.67,16.28,4.226,33.295,24.373,7.93,7.94,8.01,99.12,84.64,0.667,0.7,0.185,-1,0.4,0.45,0.094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,18,98.5,0.41,16.28,4.226,33.295,24.374,7.93,7.93,8.01,98.99,82.16,0.786,0.78,0.198,-1,0.56,0.46,0.0946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,19,100.8,0.5,16.26,4.224,33.295,24.378,7.93,7.9,8.01,98.53,79.41,0.923,0.87,0.214,-1,0.63,0.48,0.0965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:00:00,3902,1,20,102.9,0.41,16.24,4.222,33.295,24.382,7.93,7.92,8.01,98.74,77.61,1.014,1.04,0.2431,-1,0.6,0.52,0.0978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,1,94.7,0.1,16.63,4.259,33.299,24.296,7.93,7.89,7.95,99.14,88.97,0.468,0.13,0.0873,-1,-0.08,0.31,0.0863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,2,98.8,0.74,16.67,4.263,33.302,24.289,7.93,7.86,7.95,98.76,89.06,0.463,0.13,0.0876,-1,-0.08,0.31,0.0858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,3,100.3,0.61,16.72,4.267,33.3,24.276,7.93,7.84,7.94,98.66,89.09,0.462,0.12,0.0871,-1,-0.04,0.3,0.0852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,4,101.9,0.7,16.47,4.244,33.298,24.332,7.93,7.88,7.98,98.67,89.12,0.461,0.13,0.088,-1,-0.02,0.31,0.0857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,5,103.2,0.77,16.45,4.242,33.299,24.338,7.93,7.89,7.98,98.7,89.1,0.461,0.14,0.0905,-1,-0.02,0.31,0.0862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,6,104.7,0.61,16.43,4.24,33.298,24.34,7.93,7.92,7.98,99.06,89.03,0.465,0.15,0.0911,-1,-0.06,0.33,0.0868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,7,106.3,0.68,16.42,4.239,33.298,24.343,7.93,7.91,7.98,98.9,89.02,0.465,0.16,0.0927,-1,-0.02,0.32,0.0863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,8,107.7,0.75,16.41,4.238,33.297,24.345,7.93,7.88,7.99,98.58,89.02,0.465,0.16,0.0935,-1,-0.02,0.33,0.0869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,9,109.1,0.68,16.4,4.237,33.297,24.348,7.93,7.89,7.99,98.67,89.01,0.466,0.17,0.0951,-1,-0.02,0.33,0.0868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,10,110.5,0.73,16.39,4.236,33.297,24.35,7.93,7.9,7.99,98.82,88.9,0.47,0.19,0.0985,-1,0.06,0.33,0.087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,11,111.9,0.74,16.36,4.233,33.296,24.356,7.93,7.94,7.99,99.24,88.87,0.472,0.24,0.1069,-1,0.19,0.36,0.0879,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,12,113.4,0.66,16.29,4.226,33.294,24.371,7.93,7.94,8.01,99.13,88.78,0.476,0.37,0.1294,-1,0.37,0.41,0.0913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,13,114.9,0.62,16.23,4.221,33.293,24.383,7.93,7.96,8.01,99.18,88.56,0.486,0.57,0.162,-1,0.52,0.47,0.0942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,14,116.4,0.73,16.2,4.218,33.292,24.39,7.93,7.96,8.02,99.13,88.19,0.503,0.83,0.2072,-1,0.61,0.53,0.0983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,15,117.9,0.63,16.18,4.217,33.293,24.394,7.93,7.93,8.02,98.76,87.28,0.544,0.98,0.2326,-1,0.79,0.53,0.0997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,16,119.4,0.72,16.18,4.216,33.293,24.395,7.93,7.93,8.02,98.77,86.65,0.574,1.18,0.2653,-1,1.04,0.56,0.1005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,17,120.7,0.85,16.15,4.213,33.293,24.403,7.93,7.93,8.03,98.66,85.91,0.607,1.44,0.3106,-1,1.19,0.59,0.1026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,18,122,0.67,16.12,4.211,33.294,24.41,7.93,7.92,8.03,98.47,85.2,0.64,1.79,0.3699,-1,1.29,0.61,0.1036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,19,123.6,0.67,16.09,4.208,33.295,24.417,7.92,7.93,8.04,98.55,84.85,0.657,2.11,0.4239,-1,1.27,0.66,0.1061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,20,125,0.77,16.06,4.205,33.296,24.425,7.92,7.95,8.04,98.7,84.51,0.674,2.25,0.4471,-1,1.12,0.67,0.1078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,21,126.5,0.61,16.05,4.204,33.299,24.43,7.92,7.93,8.04,98.43,83.48,0.722,2.11,0.4243,-1,1.18,0.66,0.1078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,22,128.10001,0.67,16.01,4.201,33.301,24.44,7.92,7.92,8.05,98.24,83.37,0.727,1.91,0.3896,-1,1.3,0.69,0.108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,23,129.60001,0.67,15.95,4.195,33.301,24.454,7.92,7.88,8.06,97.69,83.95,0.7,2.23,0.4436,-1,1.31,0.72,0.1107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,24,131.10001,0.67,15.93,4.194,33.301,24.456,7.92,7.89,8.06,97.72,84.4,0.678,2.36,0.4656,-1,1.34,0.73,0.1109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,25,132.39999,0.81,15.93,4.193,33.3,24.458,7.92,7.86,8.06,97.42,84.42,0.678,2.42,0.4759,-1,1.31,0.76,0.1129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,26,133.8,0.68,15.92,4.193,33.3,24.458,7.92,7.78,8.06,96.43,83.95,0.7,2.42,0.4758,-1,1.23,0.75,0.113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,27,135.2,0.74,15.91,4.192,33.299,24.461,7.92,7.69,8.07,95.3,83.78,0.708,2.43,0.4773,-1,1.2,0.77,0.1133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,28,136.5,0.78,15.88,4.188,33.297,24.467,7.91,7.65,8.07,94.74,83.73,0.711,2.28,0.4516,-1,1.18,0.85,0.1168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,29,138.10001,0.57,15.83,4.184,33.296,24.476,7.91,7.62,8.08,94.2,83.24,0.734,2.2,0.4397,-1,1.05,0.88,0.1198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:12:00,3903,1,30,139.7,0.67,15.77,4.178,33.295,24.49,7.9,7.6,8.09,93.88,82.73,0.759,2.02,0.4078,-1,1.11,0.93,0.1227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,1,93.5,0.15,16.68,4.264,33.298,24.283,7.93,7.86,7.94,98.89,89.29,0.453,0.12,0.0859,-1,-0.08,0.3,0.0854,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,2,96,0.67,16.54,4.25,33.295,24.314,7.93,7.9,7.97,99.03,89.35,0.45,0.12,0.0865,-1,-0.07,0.3,0.0855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,3,97.4,0.71,16.52,4.248,33.297,24.32,7.93,7.9,7.97,98.96,89.34,0.451,0.13,0.0883,-1,-0.11,0.31,0.0855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,4,98.8,0.7,16.5,4.247,33.296,24.323,7.93,7.89,7.97,98.89,89.35,0.451,0.14,0.0894,-1,-0.1,0.29,0.0852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,5,100.3,0.68,16.5,4.247,33.296,24.323,7.93,7.89,7.97,98.82,89.3,0.452,0.12,0.0866,-1,-0.14,0.3,0.0852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,6,101.7,0.72,16.48,4.245,33.296,24.327,7.93,7.9,7.97,98.95,89.34,0.451,0.11,0.0854,-1,-0.07,0.29,0.0852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,7,103.2,0.65,16.47,4.244,33.296,24.33,7.93,7.89,7.98,98.86,89.33,0.451,0.12,0.086,-1,-0.05,0.29,0.0843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,8,104.8,0.66,16.47,4.243,33.296,24.332,7.93,7.9,7.98,98.91,89.34,0.451,0.12,0.0866,-1,-0.1,0.3,0.0855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,9,106.1,0.84,16.46,4.243,33.296,24.333,7.93,7.91,7.98,98.98,89.3,0.453,0.13,0.0875,-1,-0.06,0.3,0.0852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,10,107.4,0.69,16.45,4.242,33.297,24.334,7.93,7.89,7.98,98.82,89.31,0.452,0.14,0.089,-1,-0.06,0.3,0.0851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,11,109,0.61,16.45,4.242,33.297,24.335,7.93,7.91,7.98,99.01,89.32,0.452,0.14,0.0906,-1,-0.04,0.31,0.0857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,12,110.5,0.78,16.45,4.242,33.297,24.336,7.93,7.91,7.98,98.99,89.27,0.454,0.15,0.092,-1,-0.04,0.31,0.0863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,13,111.9,0.67,16.44,4.242,33.297,24.337,7.93,7.89,7.98,98.81,89.29,0.453,0.15,0.0922,-1,-0.04,0.29,0.085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,14,113.6,0.56,16.44,4.241,33.297,24.338,7.93,7.91,7.98,98.99,89.31,0.452,0.17,0.0946,-1,-0.06,0.31,0.0857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,15,115,0.87,16.44,4.241,33.298,24.339,7.93,7.9,7.98,98.82,89.28,0.453,0.18,0.0966,-1,-0.03,0.32,0.086,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,16,116.3,0.72,16.43,4.24,33.298,24.342,7.93,7.92,7.98,99.13,89.28,0.454,0.18,0.097,-1,-0.06,0.32,0.087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,17,117.9,0.6,16.4,4.238,33.298,24.349,7.93,7.96,7.99,99.6,89.32,0.452,0.19,0.0975,-1,-0.02,0.34,0.0869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,18,119.4,0.78,16.34,4.233,33.3,24.363,7.93,7.99,8,99.82,89.34,0.451,0.19,0.0983,-1,0.01,0.37,0.0889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,19,120.7,0.75,16.31,4.23,33.303,24.373,7.93,8,8,99.9,89.26,0.454,0.21,0.1012,-1,-0.01,0.42,0.0913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,20,122.1,0.64,16.26,4.225,33.304,24.386,7.93,7.98,8.01,99.5,89.28,0.453,0.23,0.1054,-1,-1,0.45,0.0939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,21,123.7,0.64,16.22,4.222,33.305,24.394,7.93,7.97,8.01,99.3,89.25,0.455,0.26,0.1101,-1,-1,0.44,0.0943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,22,125.2,0.72,16.18,4.218,33.3,24.399,7.93,7.96,8.02,99.19,89.2,0.457,0.28,0.1139,-1,0.06,0.43,0.0933,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,23,126.7,0.62,16.12,4.211,33.295,24.41,7.93,7.96,8.03,99,89.15,0.459,0.31,0.1183,-1,0.16,0.44,0.0936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,24,128.3,0.68,16.03,4.202,33.291,24.429,7.93,7.99,8.05,99.15,89.12,0.461,0.4,0.1341,-1,0.32,0.49,0.0961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,25,129.5,0.93,15.93,4.192,33.289,24.449,7.93,8,8.06,99.13,89.03,0.465,0.57,0.1628,-1,0.52,0.53,0.0976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,26,130.8,0.7,15.82,4.183,33.292,24.475,7.92,7.98,8.08,98.66,88.89,0.472,0.69,0.1832,-1,0.83,0.56,0.1006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,27,132.5,0.53,15.77,4.178,33.295,24.489,7.92,7.9,8.09,97.58,88.6,0.485,1.02,0.2383,-1,1.22,0.66,0.1047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,28,134,0.95,15.72,4.174,33.299,24.503,7.92,7.87,8.1,97.13,87.92,0.515,1.82,0.3739,-1,1.48,0.76,0.1118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,29,135,0.95,15.67,4.169,33.3,24.515,7.92,7.84,8.1,96.63,87.22,0.548,2.22,0.4425,-1,1.55,0.79,0.1138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,30,136.60001,0.49,15.61,4.164,33.301,24.529,7.91,7.83,8.11,96.39,85.56,0.623,2.07,0.4163,-1,1.47,0.82,0.1161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,31,138.5,0.7,15.53,4.156,33.297,24.545,7.91,7.85,8.13,96.45,83.94,0.701,2.58,0.5033,-1,1.49,0.83,0.1183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,32,139.8,0.79,15.44,4.147,33.294,24.562,7.91,7.84,8.14,96.25,82.7,0.759,2.49,0.4882,-1,1.33,0.82,0.1177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,Hyperion,2/3/2015,13:24:00,3904,1,33,141.3,0.64,15.38,4.142,33.295,24.575,7.91,7.82,8.15,95.85,83.08,0.742,2.43,0.4785,-1,1.19,0.89,0.1203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
