Season,Agency,Date,Time,Station ID,Field Rep,Depth(m),Time (s),Descent rate (m/s),Temperature (°C),Conductivity (S/m),Salinity (psu),Density (å-theta),pH,Oxygen (mg/L),SBE DO sat (mg/L),SBE DO sat (%),Transmissivity (%),SBE Beam C,Chl-a (ug/L),Voltage-Chl-a,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L),Voltage-CDOM,Irradiance,Surface Irradiance,Irradiance (% Norm),delta T,Stability (E),Qual_NH3,Ammonia-N (ug/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Spring,Hyperion,5/5/2015,9:29:00,3905,1,66,404.5,0.54,10.29,3.698,33.563,25.781,7.9,4.92,9.05,54.31,88.09,0.507,0.24,0.1152,-1,-0.3,1.06,0.1209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,67,406,0.84,10.27,3.697,33.569,25.789,7.9,4.86,9.06,53.7,88.09,0.507,0.22,0.112,-1,-0.3,1.05,0.1206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,68,407.10001,0.95,10.24,3.695,33.584,25.807,7.9,4.85,9.06,53.51,88.11,0.506,0.21,0.1091,-1,-0.3,1.06,0.1211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,69,409.20001,0.35,10.21,3.694,33.595,25.82,7.9,4.8,9.07,52.97,88.15,0.504,0.19,0.1058,-1,-0.31,1.06,0.1209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,70,411.29999,0.91,10.19,3.693,33.607,25.834,7.9,4.77,9.07,52.65,88.21,0.502,0.17,0.1032,-1,-0.31,1.08,0.1221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,71,412.29999,1.13,10.18,3.693,33.611,25.838,7.89,4.77,9.07,52.56,88.14,0.505,0.17,0.1023,-1,-0.31,1.08,0.1217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,72,413.39999,0.76,10.18,3.693,33.613,25.84,7.89,4.75,9.07,52.41,88.13,0.506,0.17,0.1024,-1,-0.31,1.09,0.1222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,73,415.10001,0.49,10.17,3.692,33.617,25.845,7.89,4.74,9.08,52.25,88.07,0.508,0.17,0.1016,-1,-0.31,1.07,0.1219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,74,416.89999,0.64,10.16,3.692,33.619,25.848,7.89,4.73,9.08,52.12,88.06,0.508,0.18,0.1039,-1,-0.31,1.07,0.1215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,75,418.29999,0.81,10.15,3.692,33.623,25.852,7.89,4.72,9.08,52.04,88.05,0.509,0.15,0.0994,-1,-0.31,1.08,0.1218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,76,420,0.48,10.15,3.691,33.625,25.855,7.89,4.71,9.08,51.89,88.06,0.508,0.15,0.0989,-1,-0.32,1.08,0.1221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,77,421.79999,0.76,10.14,3.691,33.63,25.86,7.88,4.7,9.08,51.75,88.05,0.509,0.15,0.0986,-1,-0.31,1.07,0.1214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,78,423.10001,0.7,10.12,3.69,33.636,25.868,7.88,4.7,9.08,51.74,88.06,0.509,0.15,0.0981,-1,-0.31,1.07,0.1215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,79,425,0.45,10.11,3.689,33.638,25.871,7.88,4.69,9.09,51.65,88.15,0.504,0.13,0.0955,-1,-0.31,1.07,0.1211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,80,426.89999,0.72,10.11,3.689,33.639,25.873,7.88,4.64,9.09,51.06,88.15,0.504,0.17,0.1016,-1,-0.31,1.07,0.1216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,81,428.10001,0.83,10.1,3.689,33.642,25.876,7.88,4.59,9.09,50.5,88.14,0.505,0.13,0.095,-1,-0.32,1.06,0.1211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,82,429.79999,0.51,10.06,3.687,33.656,25.894,7.88,4.52,9.09,49.78,88.18,0.503,0.13,0.0942,-1,-0.31,1.07,0.1214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,83,431.5,0.79,10.04,3.686,33.664,25.904,7.87,4.46,9.1,49.01,88.14,0.505,0.12,0.0929,-1,-0.32,1.09,0.1218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,84,432.60001,0.94,10.01,3.684,33.676,25.919,7.87,4.44,9.1,48.77,88.15,0.505,0.11,0.0918,-1,-0.32,1.09,0.1224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,85,434,0.61,9.99,3.683,33.686,25.93,7.87,4.4,9.11,48.32,88.07,0.508,0.11,0.0905,-1,-0.32,1.09,0.1225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,86,435.70001,0.6,9.97,3.682,33.694,25.939,7.87,4.35,9.11,47.74,88.01,0.511,0.1,0.089,-1,-0.32,1.09,0.122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,87,437.39999,0.57,9.94,3.681,33.708,25.955,7.86,4.32,9.12,47.4,87.99,0.512,0.09,0.0879,-1,-0.32,1.1,0.1229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,88,439.39999,0.48,9.92,3.68,33.719,25.967,7.86,4.31,9.12,47.27,88.02,0.51,0.08,0.0865,-1,-0.32,1.1,0.1227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,89,441.20001,0.67,9.92,3.68,33.723,25.97,7.86,4.29,9.12,47.02,88.05,0.509,0.08,0.0862,-1,-0.32,1.11,0.1233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,90,442.79999,0.59,9.91,3.68,33.726,25.974,7.85,4.27,9.12,46.79,88.1,0.507,0.08,0.0864,-1,-0.32,1.11,0.1236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,91,444.29999,0.73,9.9,3.68,33.733,25.981,7.85,4.24,9.12,46.48,88.11,0.506,0.08,0.0864,-1,-0.32,1.11,0.1232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,92,445.60001,0.78,9.89,3.68,33.738,25.986,7.85,4.22,9.12,46.33,88.09,0.507,0.08,0.0857,-1,-0.32,1.11,0.1236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,93,447.10001,0.6,9.88,3.679,33.745,25.994,7.85,4.21,9.13,46.19,88.11,0.506,0.08,0.085,-1,-0.32,1.1,0.1232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,94,448.89999,0.55,9.87,3.679,33.748,25.999,7.85,4.22,9.13,46.24,88.09,0.507,0.07,0.0849,-1,-0.32,1.11,0.1232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,95,451,0.44,9.85,3.677,33.752,26.005,7.84,4.25,9.13,46.54,88.04,0.509,0.07,0.0847,-1,-0.32,1.12,0.1241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,96,452.79999,0.81,9.82,3.675,33.758,26.014,7.84,4.25,9.14,46.54,88.06,0.509,0.07,0.0834,-1,-0.33,1.1,0.1231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,97,454.79999,0.38,9.81,3.674,33.759,26.018,7.84,4.21,9.14,46.06,88.12,0.506,0.06,0.0828,-1,-0.32,1.11,0.1235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,98,457.10001,0.51,9.81,3.675,33.768,26.024,7.84,4.13,9.14,45.21,88.15,0.504,0.07,0.0835,-1,-0.32,1.12,0.1238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,99,459.60001,0.34,9.81,3.676,33.776,26.03,7.84,4.11,9.14,44.95,88.09,0.507,0.07,0.0833,-1,-0.32,1.13,0.1244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:29:00,3905,1,100,462.70001,0.18,9.8,3.676,33.782,26.037,7.83,4.09,9.14,44.8,88.02,0.51,0.07,0.0836,-1,-0.32,1.13,0.1244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,1,99.3,0.22,15.49,4.157,33.357,24.599,8.09,8.49,8.13,104.34,84.43,0.677,0.92,0.2422,-1,-0.18,0.76,0.1053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,2,101.8,0.74,15.49,4.157,33.357,24.599,8.09,8.48,8.13,104.22,84.76,0.661,0.89,0.2355,-1,-0.14,0.74,0.1044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,3,103.3,0.63,15.48,4.156,33.356,24.6,8.09,8.48,8.13,104.19,84.73,0.663,1.04,0.263,-1,-0.13,0.75,0.1049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,4,104.8,0.73,15.47,4.155,33.356,24.602,8.09,8.48,8.13,104.14,84.75,0.662,1.21,0.2956,-1,-0.13,0.75,0.1051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,5,106.3,0.6,15.47,4.155,33.356,24.603,8.09,8.48,8.13,104.21,84.67,0.666,1.25,0.3028,-1,-0.12,0.75,0.1049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,6,107.8,0.8,15.47,4.155,33.356,24.603,8.09,8.46,8.13,103.98,84.69,0.665,1.34,0.3196,-1,-0.1,0.76,0.1055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,7,109.2,0.66,15.45,4.154,33.355,24.604,8.09,8.46,8.14,103.89,84.68,0.665,1.4,0.3295,-1,-0.08,0.76,0.1052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,8,110.9,0.58,15.41,4.149,33.351,24.612,8.09,8.46,8.14,103.85,84.63,0.668,1.59,0.3646,-1,-0.07,0.77,0.1057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,9,112.4,0.79,15.37,4.146,33.351,24.621,8.09,8.46,8.15,103.7,84.44,0.676,1.66,0.3789,-1,-0.06,0.78,0.106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,10,113.6,0.76,15.33,4.142,33.352,24.63,8.09,8.45,8.16,103.48,84.35,0.681,1.66,0.3775,-1,-0.06,0.79,0.1066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,11,115.2,0.6,15.27,4.136,33.35,24.642,8.09,8.45,8.17,103.39,84.22,0.687,1.76,0.3973,-1,-0.05,0.82,0.1079,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,12,116.5,0.94,15.17,4.127,33.352,24.664,8.09,8.43,8.18,103,83.85,0.705,1.84,0.4124,-1,-0.05,0.84,0.1095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,13,118,0.57,15.09,4.12,33.35,24.68,8.09,8.44,8.2,102.89,83.61,0.716,1.86,0.4159,-1,-0.06,0.86,0.1103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,14,119.6,0.8,15.05,4.115,33.352,24.692,8.09,8.42,8.2,102.61,83.51,0.721,1.87,0.4168,-1,-0.05,0.88,0.1106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,15,120.8,0.81,15.02,4.113,33.353,24.699,8.09,8.38,8.21,102,83.39,0.727,1.89,0.4214,-1,-0.06,0.89,0.1124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,16,122.5,0.48,14.92,4.102,33.342,24.712,8.09,8.3,8.22,100.78,83.1,0.74,1.93,0.4291,-1,-0.04,0.91,0.1125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,17,124.2,0.86,14.67,4.078,33.335,24.759,8.09,8.24,8.27,99.55,83.08,0.741,1.95,0.4323,-1,-0.03,0.93,0.1139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,18,125.3,0.85,14.53,4.065,33.34,24.794,8.09,8.16,8.29,98.3,83.46,0.723,2.03,0.4469,-1,-0.02,0.95,0.1149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,19,127,0.5,14.34,4.047,33.334,24.83,8.09,7.87,8.32,94.51,83.63,0.715,2.08,0.4556,-1,-0.07,0.96,0.1154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,20,128.7,0.85,14.06,4.021,33.331,24.885,8.08,7.69,8.37,91.87,83.8,0.707,1.93,0.4284,-1,-0.06,1.01,0.1175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,21,129.7,1.11,13.62,3.977,33.308,24.958,8.08,7.7,8.45,91.11,84.05,0.695,2,0.4415,-1,-0.06,1.03,0.119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,22,131.39999,0.46,13.33,3.951,33.312,25.02,8.07,7.26,8.5,85.38,84.84,0.658,1.86,0.4157,-1,-0.08,1.04,0.1199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,23,133.10001,0.9,12.97,3.917,33.309,25.09,8.06,6.79,8.56,79.25,85.19,0.641,1.71,0.3882,-1,-0.12,1.06,0.1198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,24,134.10001,1,12.68,3.892,33.324,25.157,8.05,6.73,8.61,78.09,85.81,0.612,1.53,0.3539,-1,-0.15,1.08,0.1218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,25,135.39999,0.66,12.23,3.85,33.325,25.245,8.04,6.74,8.7,77.51,86.13,0.597,1.44,0.3385,-1,-0.14,1.07,0.1215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,26,137.10001,0.54,12.03,3.832,33.327,25.286,8.03,6.61,8.73,75.66,86.39,0.585,1.46,0.3421,-1,-0.16,1.02,0.1196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,27,138.7,0.82,11.91,3.823,33.339,25.316,8.02,6.53,8.75,74.59,86.64,0.573,1.21,0.2945,-1,-0.15,1,0.1176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,28,139.8,1.09,11.81,3.814,33.345,25.34,8.02,6.53,8.77,74.44,86.94,0.56,1.14,0.2816,-1,-0.15,0.99,0.1179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,29,141.60001,0.39,11.75,3.809,33.355,25.359,8.01,6.48,8.78,73.73,87.01,0.557,1.18,0.2895,-1,-0.16,1,0.1175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,30,143.60001,0.97,11.67,3.802,33.361,25.379,8,6.44,8.8,73.23,87.04,0.555,1.12,0.2784,-1,-0.15,0.98,0.1173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,31,144.60001,0.95,11.64,3.8,33.365,25.388,8,6.41,8.8,72.83,87.01,0.557,1.12,0.2788,-1,-0.17,0.98,0.1168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,32,146.2,0.52,11.61,3.798,33.366,25.393,8,6.35,8.81,72.12,87.24,0.546,1.11,0.2773,-1,-0.17,0.98,0.1169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,33,147.8,0.83,11.56,3.793,33.37,25.406,8,6.28,8.82,71.26,87.33,0.542,1.04,0.2643,-1,-0.17,0.98,0.1163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,34,148.89999,0.97,11.5,3.788,33.377,25.423,7.99,6.26,8.83,70.84,87.41,0.538,1.07,0.2683,-1,-0.16,0.98,0.1166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,35,150.39999,0.55,11.45,3.784,33.381,25.435,7.99,6.23,8.84,70.44,87.4,0.539,1.02,0.2602,-1,-0.17,0.97,0.1164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,36,152.3,0.54,11.41,3.781,33.386,25.447,7.99,6.17,8.85,69.77,87.58,0.53,0.99,0.2547,-1,-0.18,0.98,0.1169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,37,153.89999,0.79,11.38,3.779,33.39,25.455,7.99,6.12,8.85,69.13,87.65,0.527,0.96,0.2494,-1,-0.17,0.99,0.117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,38,155.10001,0.82,11.33,3.775,33.395,25.467,7.99,6.09,8.86,68.7,87.65,0.527,0.95,0.2475,-1,-0.18,0.99,0.1175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,39,156.89999,0.43,11.28,3.771,33.401,25.481,7.98,5.92,8.87,66.7,87.68,0.526,0.9,0.2384,-1,-0.21,1,0.1175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,40,158.8,0.83,11.23,3.767,33.405,25.493,7.98,5.59,8.88,63,87.68,0.526,0.85,0.2288,-1,-0.22,1.02,0.1181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,41,159.89999,0.98,11.08,3.755,33.42,25.532,7.98,5.52,8.91,62,87.73,0.524,0.71,0.2017,-1,-0.24,1.06,0.1208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,42,161.39999,0.51,10.88,3.738,33.439,25.583,7.97,5.49,8.95,61.43,87.78,0.521,0.64,0.1901,-1,-0.25,1.05,0.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,43,163.3,0.63,10.84,3.735,33.443,25.592,7.96,5.42,8.95,60.6,87.84,0.519,0.52,0.168,-1,-0.26,1.14,0.1235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,44,164.60001,0.92,10.8,3.732,33.447,25.603,7.95,5.36,8.96,59.79,87.89,0.516,0.5,0.1633,-1,-0.26,1.15,0.1258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,45,166.10001,0.52,10.75,3.728,33.455,25.619,7.95,5.26,8.97,58.66,87.84,0.518,0.47,0.1579,-1,-0.26,1.15,0.1253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,46,168.10001,0.52,10.65,3.721,33.47,25.647,7.94,5.19,8.99,57.81,87.85,0.518,0.39,0.1434,-1,-0.28,1.17,0.1262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,47,169.8,0.76,10.58,3.716,33.485,25.671,7.94,5.18,9,57.56,87.82,0.52,0.34,0.1347,-1,-0.28,1.19,0.1277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,48,171.10001,0.74,10.56,3.714,33.491,25.68,7.93,5.16,9.01,57.36,87.93,0.514,0.34,0.1341,-1,-0.28,1.18,0.1275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,49,172.39999,0.81,10.53,3.712,33.498,25.69,7.93,5.15,9.01,57.13,87.94,0.514,0.33,0.1315,-1,-0.28,1.17,0.1266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,50,173.89999,0.6,10.48,3.709,33.507,25.705,7.93,5.13,9.02,56.87,87.95,0.513,0.32,0.1299,-1,-0.29,1.17,0.1269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,51,175.39999,0.71,10.45,3.707,33.516,25.718,7.92,5.12,9.03,56.73,87.97,0.513,0.31,0.1281,-1,-0.29,1.13,0.1252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,52,176.89999,0.66,10.42,3.705,33.523,25.728,7.92,5.11,9.03,56.6,87.98,0.512,0.31,0.1287,-1,-0.29,1.14,0.1243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,53,178.8,0.47,10.41,3.704,33.525,25.732,7.92,5.11,9.03,56.58,88.01,0.511,0.3,0.1262,-1,-0.29,1.12,0.1245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,54,180.5,0.82,10.39,3.703,33.529,25.737,7.92,5.11,9.04,56.55,88.01,0.511,0.29,0.1252,-1,-0.28,1.1,0.1233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,55,181.89999,0.62,10.39,3.703,33.529,25.738,7.92,5.1,9.04,56.49,88,0.511,0.29,0.1254,-1,-0.28,1.1,0.1231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2015,9:52:00,3906,1,56,183.60001,0.58,10.39,3.703,33.53,25.738,7.92,5.09,9.04,56.4,88.02,0.51,0.31,0.1291,-1,-0.28,1.1,0.1227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
