Season,Agency,Date,Time,Station ID,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density (å-theta),pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [ug/L],Voltage-Chl-a [V],CDOM [ug/L],Voltage-CDOM [V],Ammonia-N [mg/L],Total Colif. [MPN/100mL],E. coli [MPN/100mL],Enterococci [MPN/100mL]
Spring,Hyperion,5/4/2017,12:49:00,3806,1,68,207.8,NaN,9.86,3.679,33.774,26.02,7.97,3.68,9.13,40.31,88.38,0.494,0.28,0.1222,0.81,0.1226,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,69,209,NaN,9.84,3.678,33.782,26.029,7.96,3.67,9.13,40.17,88.41,0.493,0.29,0.1241,0.8,0.1223,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,70,210.60001,NaN,9.83,3.678,33.787,26.034,7.96,3.67,9.13,40.23,88.28,0.499,0.26,0.1193,0.8,0.122,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,71,212.39999,NaN,9.83,3.678,33.787,26.035,7.96,3.67,9.13,40.22,88.17,0.504,0.28,0.1212,0.8,0.1221,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,72,214.10001,NaN,9.83,3.678,33.788,26.035,7.96,3.64,9.13,39.9,88.18,0.503,0.27,0.1206,0.8,0.1221,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,73,216.3,NaN,9.82,3.678,33.792,26.04,7.96,3.54,9.13,38.8,88.13,0.506,0.27,0.121,0.81,0.1225,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,74,218.8,NaN,9.8,3.677,33.807,26.056,7.96,3.48,9.14,38.11,88.2,0.502,0.29,0.1232,0.82,0.1234,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,75,221.2,NaN,9.79,3.677,33.813,26.061,7.95,3.47,9.14,37.99,88,0.511,0.25,0.1178,0.83,0.1243,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,76,222.7,NaN,9.79,3.677,33.814,26.063,7.95,3.47,9.14,38.01,87.85,0.518,0.26,0.1178,0.84,0.1246,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:13:00,3701,1,1,117.8,NaN,16.33,4.253,33.497,24.516,8.43,11.15,7.99,139.39,58.17,2.167,9.49,1.6317,1.19,0.1506,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:13:00,3701,1,2,119.9,NaN,16.3,4.25,33.495,24.521,8.43,11.15,7.99,139.39,57.99,2.179,12.35,2.1,1.19,0.1503,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:13:00,3701,1,3,121.8,NaN,16.27,4.247,33.495,24.529,8.43,11.4,8,142.41,58.05,2.175,13.93,2.3597,1.19,0.1505,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:13:00,3701,1,4,123.7,NaN,15.75,4.196,33.483,24.637,8.43,11.25,8.08,139.12,58.47,2.146,15.55,2.6254,1.22,0.1527,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:13:00,3701,1,5,126.5,NaN,15.31,4.157,33.504,24.751,8.41,10.61,8.15,130.05,57.67,2.202,15.56,2.6273,1.22,0.1527,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:13:00,3701,1,6,130.2,NaN,14.92,4.121,33.512,24.843,8.38,9.7,8.22,118,57.83,2.191,16.59,2.796,1.22,0.1522,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:13:00,3701,1,7,133.89999,NaN,14.24,4.058,33.525,24.997,8.33,9.94,8.33,119.21,55.62,2.348,18.41,3.0936,1.18,0.1493,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:13:00,3701,1,8,135.7,NaN,13.74,4.012,33.529,25.103,8.3,11.11,8.41,131.92999,53.97,2.467,19.23,3.2293,1.1,0.1438,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,1,112.1,NaN,15.8,4.204,33.517,24.653,8.43,11.32,8.07,140.11,73.35,1.24,1.79,0.3701,0.6,0.1076,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,2,113.8,NaN,15.56,4.18,33.495,24.688,8.43,11.09,8.11,136.61,73.18,1.249,1.79,0.3692,0.58,0.1063,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,3,115.5,NaN,15.17,4.143,33.499,24.777,8.4,10.91,8.17,133.3,73.4,1.237,1.87,0.3829,0.52,0.1014,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,4,117.3,NaN,14.91,4.116,33.482,24.822,8.38,11.01,8.22,133.8,73.62,1.225,2.54,0.4931,0.5,0.0999,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,5,118.9,NaN,14.52,4.08,33.485,24.906,8.37,11.23,8.28,135.52,73.93,1.208,2.94,0.5583,0.52,0.1019,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,6,120.6,NaN,14.31,4.062,33.497,24.96,8.37,11.34,8.32,136.23,73.72,1.22,4.3,0.7808,0.56,0.1043,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,7,122.2,NaN,14.24,4.056,33.503,24.98,8.37,11.28,8.33,135.35001,73.08,1.255,6.12,1.0788,0.59,0.1069,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,8,124,NaN,14.12,4.045,33.515,25.016,8.38,10.87,8.35,130.13,71.46,1.344,8,1.3873,0.67,0.1123,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,9,125.5,NaN,14,4.036,33.524,25.046,8.38,10.41,8.37,124.28,69.62,1.449,11.4,1.9443,0.73,0.1173,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,10,127,NaN,13.91,4.028,33.529,25.069,8.36,9.8,8.39,116.74,67.6,1.567,12.44,2.1152,0.8,0.1216,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,11,128.7,NaN,13.74,4.011,33.529,25.105,8.34,8.75,8.42,103.91,66.12,1.655,13.67,2.3176,0.81,0.1228,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,12,130.2,NaN,13.37,3.977,33.529,25.179,8.31,8.04,8.48,94.77,64.87,1.731,12.97,2.2027,0.8,0.1218,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,13,131.8,NaN,13.04,3.946,33.53,25.247,8.27,7.53,8.54,88.12,64.86,1.732,13.06,2.2173,0.76,0.119,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,14,133.7,NaN,12.63,3.909,33.531,25.328,8.23,7.35,8.61,85.38,66.16,1.653,10.95,1.8719,0.75,0.1185,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,15,136.2,NaN,12.5,3.898,33.541,25.36,8.2,6.79,8.63,78.57,71.33,1.352,7.72,1.3422,0.75,0.118,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,16,139.39999,NaN,12.36,3.885,33.554,25.399,8.16,6.29,8.66,72.56,74.93,1.155,5.34,0.9511,0.79,0.1214,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:22:00,3702,1,17,142.8,NaN,12.21,3.873,33.562,25.432,8.13,6.25,8.69,71.89,75.73,1.112,4.08,0.7447,0.82,0.1232,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,1,104.4,NaN,15.08,4.133,33.485,24.786,8.33,10.01,8.19,122.12,74.16,1.196,1.76,0.364,0.61,0.1081,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,2,106.4,NaN,14.25,4.052,33.464,24.948,8.33,10.01,8.33,120.06,74.16,1.196,2.06,0.4138,0.63,0.11,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,3,108.4,NaN,14.01,4.03,33.466,25,8.32,9.61,8.37,114.68,74.37,1.185,2.39,0.4672,0.64,0.1107,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,4,110,NaN,13.79,4.009,33.459,25.039,8.32,9.23,8.41,109.65,74.43,1.181,2.63,0.5067,0.66,0.112,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,5,111.9,NaN,13.44,3.977,33.465,25.115,8.3,9.45,8.47,111.51,74.56,1.174,3.42,0.6366,0.68,0.1135,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,6,113.9,NaN,13.37,3.971,33.473,25.137,8.29,9.34,8.48,110,72.6,1.282,9.79,1.6803,0.73,0.1166,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,7,115.3,NaN,13.29,3.964,33.474,25.153,8.29,9.38,8.5,110.3,70.33,1.408,10.56,1.8074,0.73,0.1169,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,8,116.8,NaN,13.22,3.958,33.487,25.178,8.28,8.94,8.51,105.03,69.23,1.471,14.12,2.391,0.74,0.1173,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,9,118.4,NaN,13.19,3.956,33.49,25.186,8.28,7.99,8.51,93.82,68.76,1.498,14.03,2.3766,0.74,0.1176,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,10,119.8,NaN,12.98,3.936,33.487,25.226,8.27,7.74,8.55,90.46,68.27,1.527,13.59,2.3046,0.74,0.1173,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,11,121,NaN,12.78,3.919,33.499,25.274,8.24,7.77,8.59,90.48,68.18,1.532,9.6,1.65,0.73,0.1168,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,12,122.6,NaN,12.75,3.916,33.5,25.281,8.22,7.76,8.59,90.25,70.22,1.415,9.69,1.6647,0.73,0.1169,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,13,124.1,NaN,12.74,3.915,33.501,25.283,8.21,7.69,8.59,89.46,72.95,1.262,8.26,1.4307,0.73,0.1166,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,14,125.3,NaN,12.71,3.912,33.5,25.289,8.21,7.65,8.6,88.99,73.92,1.209,8.17,1.4155,0.72,0.1165,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,15,126.8,NaN,12.68,3.91,33.503,25.296,8.2,7.66,8.6,88.99,74.6,1.172,8.33,1.4415,0.74,0.1175,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,16,128.3,NaN,12.68,3.91,33.503,25.298,8.2,7.65,8.61,88.88,74.61,1.172,7.96,1.3814,0.75,0.118,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,17,129.8,NaN,12.67,3.909,33.504,25.3,8.2,7.61,8.61,88.45,74.42,1.182,8.22,1.4233,0.75,0.1182,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,18,131.39999,NaN,12.65,3.907,33.505,25.304,8.2,7.51,8.61,87.23,74.48,1.179,8.62,1.4884,0.75,0.1187,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,19,132.60001,NaN,12.63,3.906,33.507,25.309,8.19,7.36,8.61,85.42,74.01,1.204,8.43,1.4573,0.77,0.1196,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,20,133.89999,NaN,12.57,3.9,33.511,25.325,8.19,7.2,8.62,83.41,73.74,1.219,8.65,1.4946,0.78,0.1208,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,21,135.39999,NaN,12.45,3.89,33.522,25.357,8.19,6.93,8.65,80.19,73.69,1.221,8.09,1.403,0.81,0.1226,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,22,136.89999,NaN,12.38,3.885,33.528,25.374,8.18,6.5,8.66,75.1,74.26,1.191,6.14,1.082,0.83,0.1242,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,23,138.39999,NaN,12.2,3.869,33.536,25.415,8.16,6.22,8.69,71.58,75.11,1.145,5.58,0.99,0.86,0.1264,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,24,139.89999,NaN,12.04,3.856,33.55,25.455,8.14,5.93,8.72,68,76.16,1.089,3.39,0.6317,0.9,0.1294,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,25,141.2,NaN,11.95,3.848,33.554,25.476,8.13,5.61,8.73,64.21,78.37,0.975,2.37,0.4645,0.9,0.1294,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,26,142.5,NaN,11.8,3.835,33.563,25.51,8.11,5.37,8.76,61.32,81.33,0.827,2.61,0.5043,0.94,0.1319,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:31:00,3703,1,27,144.89999,NaN,11.6,3.818,33.577,25.559,8.08,5.75,8.8,65.35,81.64,0.811,2.42,0.4725,0.95,0.133,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,1,132.89999,NaN,15.28,4.156,33.525,24.775,8.43,12.4,8.16,151.89999,67.41,1.578,2.45,0.4768,0.76,0.1192,0.01,5,5,5
Spring,Hyperion,5/3/2017,8:42:00,3704,1,2,134.89999,NaN,15.23,4.151,33.52,24.782,8.43,12.39,8.16,151.60001,67.49,1.573,2.62,0.5047,0.76,0.1192,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,3,137.10001,NaN,15.18,4.147,33.524,24.795,8.42,12.1,8.17,147.88,67.63,1.564,3.4,0.6334,0.76,0.1188,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,4,139.2,NaN,15.01,4.129,33.512,24.823,8.42,11.7,8.2,142.55,67.5,1.572,4.38,0.7938,0.76,0.1187,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,5,141,NaN,14.67,4.096,33.499,24.886,8.41,10.91,8.26,132.02,67.82,1.553,5.58,0.99,0.75,0.1184,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,6,142.8,NaN,14.16,4.046,33.481,24.979,8.4,10.58,8.35,126.73,68.11,1.536,5.26,0.9381,0.73,0.1172,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,7,144.3,NaN,13.87,4.019,33.486,25.044,8.37,10.5,8.4,124.97,69.22,1.472,5.85,1.0358,0.71,0.1155,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,8,145.89999,NaN,13.83,4.015,33.484,25.051,8.35,10.15,8.4,120.76,71.53,1.34,6.44,1.1313,0.72,0.1159,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,9,147.39999,NaN,13.73,4.006,33.483,25.07,8.34,9,8.42,106.8,72.56,1.283,6.97,1.219,0.71,0.1158,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,10,148.60001,NaN,13.65,3.998,33.48,25.086,8.33,7.85,8.43,93.05,72.63,1.279,7.5,1.3057,0.72,0.1161,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,11,150,NaN,13.18,3.953,33.47,25.172,8.31,7.51,8.52,88.12,72.17,1.305,9.43,1.6223,0.73,0.1171,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,12,151.60001,NaN,12.88,3.926,33.483,25.243,8.24,7.28,8.57,84.95,71.49,1.342,11.32,1.9316,0.74,0.1176,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,13,153.10001,NaN,12.68,3.908,33.488,25.285,8.21,7.25,8.61,84.22,70.93,1.374,9.14,1.5737,0.74,0.1176,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,14,154.39999,NaN,12.55,3.898,33.502,25.32,8.19,7.26,8.63,84.15,71.93,1.318,6.34,1.1149,0.74,0.1173,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,15,155.89999,NaN,12.54,3.897,33.504,25.325,8.18,7.22,8.63,83.67,75.69,1.115,5.51,0.979,0.73,0.1169,0.01,5,5,5
Spring,Hyperion,5/3/2017,8:42:00,3704,1,16,157.3,NaN,12.52,3.896,33.505,25.329,8.17,7.12,8.63,82.5,77.76,1.006,4.98,0.8929,0.73,0.1172,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,17,158.89999,NaN,12.5,3.894,33.505,25.333,8.17,6.72,8.64,77.83,78.79,0.954,4.83,0.8673,0.74,0.1174,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,18,160.5,NaN,12.44,3.888,33.501,25.341,8.17,6.08,8.65,70.33,79.07,0.939,4.74,0.8533,0.74,0.1176,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,19,161.8,NaN,12.31,3.875,33.495,25.362,8.16,5.81,8.67,66.94,79.68,0.908,3.95,0.7227,0.75,0.1184,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,20,163.3,NaN,12,3.847,33.504,25.427,8.13,5.78,8.73,66.17,80.6,0.863,3.02,0.5712,0.76,0.1192,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,21,164.7,NaN,11.91,3.84,33.51,25.449,8.11,5.8,8.75,66.29,81.89,0.799,2.39,0.468,0.79,0.121,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,22,166.3,NaN,11.9,3.838,33.51,25.452,8.1,5.79,8.75,66.2,84.06,0.694,2.15,0.4282,0.78,0.1208,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,23,167.8,NaN,11.88,3.838,33.513,25.456,8.1,5.77,8.75,65.91,84.9,0.655,1.53,0.3272,0.8,0.1217,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,24,168.89999,NaN,11.86,3.836,33.516,25.463,8.1,5.72,8.75,65.36,85.24,0.639,1.62,0.3412,0.81,0.1227,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,25,170.3,NaN,11.82,3.833,33.521,25.474,8.1,5.61,8.76,64.07,85.5,0.627,1.79,0.3687,0.83,0.124,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,26,172.10001,NaN,11.74,3.826,33.53,25.496,8.1,5.5,8.78,62.67,85.58,0.623,1.6,0.3388,0.86,0.1262,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,27,173.60001,NaN,11.61,3.816,33.555,25.541,8.09,5.39,8.8,61.22,85.31,0.635,1.36,0.2983,0.96,0.1335,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,28,174.89999,NaN,11.52,3.81,33.569,25.568,8.08,5.28,8.82,59.87,85.24,0.639,1.41,0.3073,1,0.1368,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,29,176.2,NaN,11.44,3.803,33.572,25.585,8.07,5.24,8.83,59.38,85.14,0.643,1.47,0.3164,1.02,0.1379,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,30,177.8,NaN,11.37,3.796,33.576,25.601,8.07,5.23,8.84,59.17,85.19,0.641,1.27,0.2849,1.04,0.1397,0.04,120,41,5
Spring,Hyperion,5/3/2017,8:42:00,3704,1,31,179.39999,NaN,11.36,3.796,33.576,25.603,8.06,5.22,8.85,59.03,85.17,0.642,1.3,0.2891,1.05,0.14,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,32,180.89999,NaN,11.35,3.795,33.578,25.606,8.06,5.19,8.85,58.61,85.19,0.641,1.25,0.2812,1.04,0.1394,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,33,182.5,NaN,11.33,3.794,33.578,25.609,8.06,5.15,8.85,58.16,85.2,0.641,1.14,0.2628,1.03,0.1389,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,34,183.8,NaN,11.31,3.792,33.581,25.615,8.06,5.14,8.85,58.01,85.4,0.631,1.32,0.2924,1.03,0.1389,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,35,185,NaN,11.31,3.792,33.582,25.617,8.06,5.12,8.86,57.82,85.13,0.644,1.28,0.2852,1.04,0.1395,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,36,186.60001,NaN,11.3,3.791,33.584,25.62,8.06,5.1,8.86,57.55,84.92,0.654,1.33,0.2935,1.03,0.139,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,37,188.39999,NaN,11.29,3.791,33.585,25.621,8.06,4.87,8.86,55.02,84.95,0.652,1.98,0.3999,1.05,0.1398,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,38,189.7,NaN,11.27,3.789,33.585,25.626,8.06,4.42,8.86,49.9,84.43,0.677,1.56,0.3312,1.02,0.1378,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,39,191,NaN,11.13,3.776,33.584,25.65,8.05,4.15,8.89,46.66,84.54,0.672,1.68,0.3517,1.02,0.1379,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,40,193.3,NaN,10.71,3.741,33.626,25.758,8.03,4.16,8.97,46.43,82.85,0.753,1.98,0.401,1.02,0.138,0.02,41,10,5
Spring,Hyperion,5/3/2017,8:42:00,3704,1,41,199.5,NaN,10.64,3.736,33.635,25.777,8.01,4.18,8.98,46.61,81.83,0.802,2.13,0.4248,1.01,0.1374,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,8:42:00,3704,1,42,202.7,NaN,10.63,3.736,33.637,25.779,8.01,4.2,8.98,46.78,81.69,0.809,2.16,0.4293,1.02,0.1377,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,1,108.1,NaN,14.36,4.065,33.494,24.949,8.33,9.44,8.31,113.53,76.4,1.077,2.2,0.4364,0.68,0.1134,0.01,5,5,5
Spring,Hyperion,5/3/2017,9:02:00,3705,1,2,110.1,NaN,13.91,4.022,33.48,25.031,8.33,8.85,8.39,105.47,76.89,1.051,2.39,0.4672,0.71,0.1152,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,3,111.6,NaN,13.66,3.999,33.482,25.085,8.32,8.2,8.43,97.23,77.24,1.033,3.34,0.624,0.71,0.1155,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,4,113.1,NaN,13.43,3.976,33.473,25.124,8.28,8.15,8.47,96.2,77.57,1.016,3.99,0.73,0.76,0.1188,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,5,114.9,NaN,13.32,3.967,33.48,25.152,8.25,8.14,8.49,95.81,77.56,1.017,4.57,0.8259,0.78,0.1204,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,6,116.5,NaN,13.28,3.964,33.481,25.16,8.24,8.05,8.5,94.72,77.33,1.029,4.39,0.7953,0.79,0.1216,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,7,117.9,NaN,13.22,3.958,33.483,25.174,8.23,7.83,8.51,91.96,79.12,0.937,2.89,0.5499,0.8,0.1216,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,8,119.4,NaN,13.19,3.955,33.485,25.182,8.23,6.94,8.51,81.43,80.71,0.857,2.9,0.551,0.79,0.1214,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,9,120.9,NaN,13.04,3.94,33.475,25.205,8.22,6.21,8.54,72.62,82,0.794,2.83,0.5394,0.8,0.1221,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,10,122.3,NaN,12.73,3.91,33.468,25.26,8.19,6.1,8.6,70.89,82.61,0.764,1.77,0.3661,0.82,0.1237,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,11,123.7,NaN,12.5,3.891,33.481,25.315,8.15,6.1,8.64,70.62,84.04,0.696,1.4,0.3056,0.86,0.1262,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,12,125.3,NaN,12.38,3.881,33.501,25.353,8.14,5.97,8.66,68.9,85.54,0.625,1.14,0.2633,0.89,0.1287,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,13,126.7,NaN,12.26,3.871,33.506,25.379,8.13,5.87,8.68,67.59,86.06,0.6,1.01,0.2411,0.92,0.1305,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,14,128,NaN,12.17,3.863,33.51,25.401,8.12,5.83,8.7,67.04,86.52,0.579,0.86,0.2163,0.93,0.1315,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,15,129.39999,NaN,12.12,3.859,33.512,25.41,8.11,5.78,8.71,66.4,87.08,0.553,0.89,0.2226,0.93,0.1311,0.02,5,5,5
Spring,Hyperion,5/3/2017,9:02:00,3705,1,16,131,NaN,12.09,3.856,33.511,25.416,8.11,5.7,8.71,65.45,87.12,0.552,1.04,0.2457,0.93,0.1311,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,17,132.39999,NaN,12.05,3.852,33.509,25.423,8.1,5.46,8.72,62.65,87.18,0.549,1.15,0.2643,0.91,0.1303,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,18,133.8,NaN,11.99,3.847,33.507,25.431,8.1,5.19,8.73,59.49,86.98,0.558,1.23,0.2771,0.9,0.1293,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,19,135.3,NaN,11.75,3.825,33.518,25.486,8.09,5.12,8.78,58.36,86.81,0.566,1.16,0.2657,0.93,0.1315,NaN,NaN,NaN,NaN
Spring,Hyperion,5/3/2017,9:02:00,3705,1,20,136.60001,NaN,11.6,3.813,33.53,25.523,8.08,5.11,8.8,58,86.86,0.563,1.04,0.2471,0.94,0.1324,NaN,NaN,NaN,NaN
