Season,Agency,Date,Time,Station ID,Field Rep,Depth,Time (seconds),Descent rate (m/s),Temperature (Deg C),Conductivity (S/m),Salinity (psu),Density,pH,Oxygen (mg/L),SBE DO Sat (mg/L),SBE DO Sat (%),% T,SBE Beam C,Chl-a (ug/L) WET,Voltage (Chl-a) WET,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L) WET,Voltage (CDOM) WET,Irradiance,Surface Irradiance,Irradiance (% Norm),delta-T,Stability (E),Qual_NH3,Ammonia (mg/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Winter,LACSD,2/6/18, 09:20:00,3101,1,1,28.5,0.31,15.2,4.14,33.444,24.729,8.13,8.24,8.17,100.74,81.01,0.211,1.52,0.3389,,,1.23,0.2246,-1,-1,-1,-1,-1,E,0.011,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,2,30.7,0.94,15.26,4.146,33.45,24.721,8.13,8.22,8.16,100.55,81.3,0.207,1.27,0.2931,,,1.24,0.2258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,3,31.8,0.84,15.26,4.146,33.45,24.72,8.13,8.09,8.16,99.07,80.69,0.214,1.36,0.3114,,,1.24,0.2256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,4,33.1,0.8,15.21,4.141,33.449,24.731,8.13,8.03,8.17,98.19,80.79,0.213,1.6,0.3514,,,1.24,0.2249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,5,34.3,0.8,15.13,4.134,33.449,24.748,8.12,8.04,8.18,98.13,81.68,0.202,1.8,0.3877,,,1.24,0.2255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,6,35.6,0.84,15.1,4.131,33.451,24.756,8.12,8.12,8.19,99.11,82.09,0.197,1.89,0.4046,,,1.23,0.224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,7,36.7,0.93,15.06,4.127,33.448,24.764,8.12,8.2,8.2,99.9,81.57,0.204,2.24,0.467,,,1.21,0.2224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,8,37.8,0.92,15.03,4.124,33.443,24.765,8.12,8.22,8.2,100.12,80.56,0.216,2.81,0.5704,,,1.17,0.2173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,9,38.9,0.81,15.01,4.121,33.439,24.767,8.13,8.19,8.21,99.77,79.65,0.227,3.55,0.701,,,1.15,0.2153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,10,40.1,0.92,14.99,4.12,33.437,24.769,8.12,8.12,8.21,98.89,79.65,0.227,3.94,0.7669,,,1.14,0.2142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,11,41.1,0.98,15,4.12,33.438,24.769,8.12,8,8.21,97.34,80.23,0.22,3.57,0.7042,,,1.14,0.2149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,12,42.3,0.87,15,4.121,33.442,24.77,8.12,7.9,8.21,96.15,80.95,0.211,3,0.6017,,,1.16,0.2169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,13,43.4,0.97,15,4.121,33.447,24.776,8.12,7.86,8.21,95.75,82.56,0.192,2.36,0.4897,,,1.19,0.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,14,44.4,1.09,14.96,4.117,33.445,24.783,8.11,7.87,8.21,95.72,82.97,0.187,1.92,0.4117,,,1.19,0.2202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,15,45.3,1,14.91,4.113,33.443,24.791,8.11,7.9,8.22,95.98,83.34,0.182,1.71,0.373,,,1.17,0.2175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,16,46.4,0.9,14.88,4.11,33.441,24.796,8.1,7.92,8.23,96.23,83.51,0.181,1.71,0.3727,,,1.16,0.2171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,17,47.5,0.81,14.9,4.111,33.441,24.794,8.1,7.91,8.22,96.06,83.08,0.185,1.85,0.3978,,,1.16,0.2172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,18,48.9,0.65,14.89,4.111,33.441,24.794,8.11,7.92,8.22,96.27,82.8,0.189,1.95,0.4143,,,1.17,0.2176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,19,50,0.45,14.86,4.108,33.44,24.799,8.11,7.93,8.23,96.34,82.74,0.19,1.85,0.3977,,,1.17,0.2175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:20:00,3101,1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,1,83.2,0.29,15.28,4.147,33.439,24.707,8.16,8.65,8.16,105.87,77.86,0.25,2.4,0.4956,,,1.03,0.2033,-1,-1,-1,-1,-1,E,0.003,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,2,85.5,0.72,15.26,4.145,33.441,24.713,8.16,8.58,8.16,105.07,78.19,0.246,2.69,0.5478,,,1.02,0.2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,3,86.7,1.04,15.24,4.143,33.441,24.718,8.16,8.47,8.17,103.58,78.16,0.246,2.94,0.5918,,,1.02,0.2012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,4,87.6,1.06,15.23,4.143,33.441,24.719,8.15,8.45,8.17,103.39,78.31,0.244,3.21,0.6399,,,1.02,0.2018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,5,88.6,1,15.2,4.139,33.44,24.727,8.15,8.46,8.17,103.4,78.8,0.239,3.53,0.6975,,,1.03,0.2031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,6,89.6,1.09,15.19,4.138,33.44,24.729,8.15,8.47,8.18,103.51,78.79,0.238,3.77,0.7433,,,1.03,0.2026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,7,90.5,1.04,15.18,4.138,33.439,24.729,8.15,8.46,8.18,103.43,78.77,0.238,4.04,0.784,,,1.03,0.203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,8,91.7,0.78,15.18,4.138,33.439,24.729,8.14,8.42,8.18,102.9,79.03,0.236,4.03,0.7868,,,1.03,0.2025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,9,92.9,1.01,15.17,4.137,33.439,24.731,8.14,8.37,8.18,102.24,78.84,0.238,4.04,0.7891,,,1.03,0.2031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,10,93.8,1.07,15.16,4.135,33.438,24.734,8.14,8.34,8.18,101.84,78.74,0.239,4.15,0.8055,,,1.05,0.2045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,11,94.8,1,15.15,4.135,33.438,24.735,8.14,8.31,8.18,101.49,79.2,0.233,3.9,0.765,,,1.07,0.2066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,12,95.8,1.01,15.14,4.134,33.439,24.738,8.14,8.26,8.18,100.79,79.73,0.227,3.69,0.7252,,,1.05,0.2048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,13,96.9,0.88,15.14,4.134,33.441,24.74,8.13,8.16,8.18,99.57,80.43,0.218,3.51,0.6956,,,1.05,0.2053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,14,98,0.94,15.13,4.133,33.441,24.743,8.13,8.02,8.19,97.87,81.07,0.209,3.31,0.6531,,,1.03,0.2027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,15,99,1.09,15.06,4.127,33.439,24.755,8.13,7.88,8.2,96.12,82.55,0.192,2.68,0.548,,,1.02,0.2012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,16,99.9,1.13,15.03,4.124,33.44,24.763,8.12,7.86,8.2,95.7,82.79,0.189,2.35,0.4905,,,1.03,0.2028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,17,100.8,1,14.95,4.115,33.431,24.774,8.12,7.86,8.22,95.62,82.28,0.196,2.58,0.5264,,,1.11,0.2117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,18,102.1,0.7,14.83,4.104,33.429,24.798,8.1,7.86,8.23,95.36,80.87,0.212,3.01,0.6041,,,1.2,0.2206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,19,103.3,1.03,14.81,4.102,33.427,24.8,8.1,7.84,8.24,95.07,80.71,0.214,3.28,0.6537,,,1.22,0.2236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,20,104.2,1.17,14.79,4.1,33.427,24.806,8.1,7.82,8.24,94.79,80.8,0.213,3.39,0.6732,,,1.23,0.2241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,21,105.2,0.86,14.77,4.098,33.428,24.811,8.1,7.75,8.25,93.92,81.12,0.209,3.34,0.6603,,,1.22,0.2231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,22,106.4,0.92,14.74,4.096,33.428,24.816,8.09,7.7,8.25,93.26,81.34,0.207,2.88,0.5837,,,1.22,0.2235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,23,107.4,1.09,14.71,4.092,33.426,24.823,8.09,7.68,8.26,93,81.55,0.204,2.96,0.594,,,1.23,0.2244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,24,108.4,0.87,14.68,4.089,33.426,24.829,8.09,7.66,8.26,92.62,81.55,0.204,2.86,0.5798,,,1.24,0.2255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,25,109.5,0.97,14.66,4.088,33.426,24.832,8.08,7.65,8.26,92.53,81.65,0.203,3.04,0.6057,,,1.24,0.2257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,26,110.6,0.95,14.64,4.086,33.425,24.836,8.08,7.65,8.27,92.45,81.92,0.2,2.77,0.5624,,,1.27,0.2286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,27,111.7,0.95,14.64,4.085,33.426,24.838,8.08,7.63,8.27,92.23,82.05,0.198,2.64,0.5389,,,1.25,0.2263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,28,112.8,0.78,14.63,4.085,33.426,24.838,8.08,7.59,8.27,91.75,82.02,0.198,2.55,0.5211,,,1.25,0.2266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,29,116,0.09,14.61,4.083,33.428,24.846,8.08,7.63,8.27,92.19,82.52,0.192,2.31,0.4795,,,1.25,0.2262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:13:00,3102,1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,E,0.015,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,1,21.1,0.34,15.14,4.134,33.451,24.749,8.13,8.33,8.18,101.69,81.79,0.201,1.83,0.3943,,,0.89,0.1879,-1,-1,-1,-1,-1,<,0.003,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,2,22.8,1.13,15.13,4.134,33.452,24.751,8.13,8.31,8.19,101.49,81.77,0.201,2.11,0.4442,,,0.88,0.1867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,3,23.6,1.27,15.12,4.133,33.452,24.753,8.13,8.31,8.19,101.43,81.93,0.2,2.29,0.4774,,,0.89,0.1878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,4,24.3,1.28,15.12,4.133,33.452,24.754,8.13,8.3,8.19,101.24,82.14,0.197,2.61,0.5319,,,0.88,0.1865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,5,25.2,1.14,15.11,4.133,33.453,24.755,8.13,8.28,8.19,101,82.25,0.195,2.7,0.5497,,,0.88,0.1865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,6,26.1,0.97,15.11,4.132,33.453,24.757,8.13,8.26,8.19,100.76,82.45,0.193,2.8,0.5655,,,0.87,0.1858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,7,27.1,1.18,15.1,4.132,33.454,24.758,8.13,8.25,8.19,100.71,82.71,0.19,2.63,0.5376,,,0.87,0.1855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,8,27.9,1.29,15.09,4.13,33.453,24.76,8.13,8.25,8.19,100.6,82.87,0.188,2.59,0.5292,,,0.87,0.1859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,9,28.8,1.09,15.09,4.13,33.453,24.761,8.13,8.23,8.19,100.43,82.83,0.188,2.6,0.5313,,,0.9,0.1887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,10,29.8,0.96,15.08,4.13,33.453,24.763,8.13,8.23,8.19,100.38,82.98,0.187,2.56,0.5246,,,0.87,0.1857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,11,30.8,1.12,15.07,4.129,33.453,24.765,8.13,8.21,8.19,100.11,83.21,0.184,2.52,0.5152,,,0.87,0.1857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,12,31.6,1.18,15.07,4.129,33.454,24.765,8.13,8.22,8.19,100.18,83.09,0.185,2.41,0.4973,,,0.88,0.1868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,13,32.5,1.05,15.07,4.129,33.453,24.765,8.13,8.22,8.19,100.23,83.16,0.184,2.35,0.4878,,,0.89,0.1872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,14,33.5,0.93,15.06,4.128,33.453,24.767,8.13,8.21,8.2,100.07,83.3,0.183,2.27,0.4736,,,0.88,0.1862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,15,34.6,1.06,15.06,4.128,33.452,24.767,8.13,8.2,8.2,100.01,83.38,0.182,2.34,0.482,,,0.87,0.186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,16,35.5,1.19,15.05,4.127,33.453,24.769,8.12,8.2,8.2,99.89,83.32,0.182,2.3,0.4805,,,0.88,0.1866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,17,36.3,1.2,15.05,4.127,33.452,24.768,8.12,8.18,8.2,99.66,83.28,0.183,2.43,0.4996,,,0.88,0.1866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,18,37.1,1.19,15.04,4.126,33.452,24.77,8.12,8.16,8.2,99.41,83.44,0.181,2.35,0.4879,,,0.88,0.187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,19,38,1.15,15.04,4.126,33.452,24.77,8.12,8.15,8.2,99.28,83.43,0.181,2.33,0.4818,,,0.89,0.1872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,20,38.9,1.03,15.04,4.126,33.451,24.771,8.12,8.14,8.2,99.23,83.4,0.181,2.28,0.476,,,0.89,0.1879,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,21,39.9,1.09,15.02,4.124,33.451,24.773,8.12,8.11,8.2,98.83,83.5,0.181,2.33,0.4819,,,0.9,0.1887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,22,40.8,1.2,15.02,4.124,33.451,24.774,8.12,8.11,8.2,98.77,83.4,0.181,2.38,0.4899,,,0.9,0.189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,23,41.6,1.14,15.01,4.124,33.45,24.775,8.12,8.1,8.2,98.7,83.56,0.18,2.17,0.4583,,,0.9,0.1889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,24,42.6,0.9,15,4.122,33.449,24.778,8.12,8.08,8.21,98.39,83.72,0.178,2.29,0.4753,,,0.91,0.1903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,25,43.8,0.98,14.98,4.121,33.449,24.781,8.12,8.04,8.21,97.88,83.71,0.178,2.29,0.4752,,,0.92,0.1906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,26,44.7,1.17,14.98,4.12,33.448,24.782,8.11,7.98,8.21,97.13,83.83,0.176,2.04,0.4344,,,0.93,0.1924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,27,45.6,1.04,14.96,4.118,33.447,24.784,8.11,7.89,8.21,96.03,83.76,0.177,1.97,0.4199,,,0.94,0.1929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,28,46.6,0.95,14.96,4.118,33.445,24.784,8.11,7.75,8.21,94.29,83.7,0.178,2.05,0.4332,,,0.96,0.1956,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,29,47.6,1.05,14.89,4.11,33.435,24.791,8.11,7.52,8.23,91.34,83.84,0.176,2.09,0.4391,,,1.02,0.2021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,30,48.6,1.03,14.86,4.108,33.434,24.796,8.1,7.3,8.23,88.58,83.95,0.175,1.98,0.4186,,,1.07,0.2067,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,31,49.5,1.1,14.74,4.095,33.42,24.811,8.09,7.14,8.25,86.49,84.12,0.173,1.64,0.3621,,,1.16,0.2172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,32,50.4,1.12,14.59,4.08,33.412,24.837,8.08,7.04,8.28,84.98,84.45,0.169,1.72,0.373,,,1.24,0.2258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,33,51.4,1,14.45,4.066,33.406,24.863,8.06,6.95,8.3,83.62,84.69,0.166,1.75,0.3789,,,1.31,0.2325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,34,52.4,0.9,14.32,4.054,33.404,24.888,8.05,6.82,8.32,81.85,84.91,0.164,1.54,0.3402,,,1.31,0.2332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,35,53.7,0.7,14.19,4.041,33.4,24.911,8.03,6.64,8.34,79.52,85.52,0.156,1.22,0.286,,,1.28,0.2299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,36,55.1,0.83,14.03,4.026,33.401,24.947,8.02,6.44,8.37,76.82,85.91,0.152,1.18,0.2782,,,1.31,0.2333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,37,56.4,0.73,13.86,4.009,33.389,24.972,8.01,6.38,8.4,75.9,85.76,0.154,0.99,0.2442,,,1.4,0.2431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,38,58.1,0.53,13.62,3.986,33.385,25.019,7.98,6.34,8.44,75.07,85.85,0.153,1.13,0.2672,,,1.5,0.2533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,39,59.6,0.96,13.58,3.983,33.389,25.03,7.97,6.27,8.45,74.19,85.68,0.155,1.24,0.2886,,,1.49,0.2518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,40,60.9,0.66,13.52,3.977,33.39,25.044,7.97,6.19,8.46,73.15,85.25,0.159,1.05,0.2537,,,1.48,0.2513,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,41,62.4,0.69,13.43,3.969,33.386,25.057,7.96,6.07,8.48,71.55,85.32,0.159,0.9,0.2279,,,1.51,0.2539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,42,63.6,0.99,13.36,3.962,33.384,25.07,7.96,6.02,8.49,70.88,85.23,0.16,0.91,0.2276,,,1.52,0.2555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,43,64.7,0.86,13.24,3.951,33.384,25.093,7.95,6.03,8.51,70.78,85.7,0.154,0.71,0.1952,,,1.52,0.2559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,44,66.2,0.56,13.13,3.941,33.39,25.121,7.94,6.02,8.53,70.53,86.9,0.141,0.7,0.1922,,,1.39,0.2412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,45,67.7,1.01,13.05,3.935,33.408,25.152,7.94,6.01,8.54,70.28,87.03,0.139,0.72,0.1965,,,1.22,0.2229,-1,-1,-1,-1,-1,E,0.018,-1,-1,-1,-1,-1,-1,-1,-1
Winter,LACSD,2/6/18, 09:01:00,3103,1,46,69,0.63,13.01,3.932,33.412,25.163,7.94,6,8.55,70.16,86.91,0.14,0.81,0.2108,,,1.16,0.217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
