Season,Agency,Date,Time,Station ID,Field Rep,Depth,Time (seconds),Descent rate (m/s),Temperature (Deg C),Conductivity (S/m),Salinity (psu),Density,pH,Oxygen (mg/L),SBE DO Sat (mg/L),SBE DO Sat (%),% T,SBE Beam C,Chl-a (ug/L) WET,Voltage (Chl-a) WET,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L) WET,Voltage (CDOM) WET,Irradiance,Surface Irradiance,Irradiance (% Norm),delta-T,Stability (E),Qual_NH3,Ammonia (mg/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,40,120.6,0.78,10.92,3.761,33.624,25.719,7.85,4.8,8.93,53.74,88.43,0.123,1.07,0.2556,,,0.81,0.1799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,41,121.7,1.1,10.82,3.752,33.634,25.746,7.84,4.79,8.95,53.59,88.74,0.12,0.96,0.2364,,,0.81,0.1799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,42,122.5,1.25,10.75,3.747,33.643,25.764,7.84,4.8,8.96,53.56,88.89,0.118,0.9,0.2265,,,0.81,0.1796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,43,123.3,1.18,10.71,3.743,33.647,25.775,7.84,4.8,8.97,53.53,89.02,0.116,0.86,0.2191,,,0.81,0.1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,44,124.4,0.84,10.67,3.741,33.653,25.786,7.84,4.78,8.97,53.32,89.13,0.115,0.87,0.2199,,,0.82,0.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,45,125.7,0.75,10.65,3.739,33.654,25.79,7.84,4.76,8.98,53.03,89.31,0.113,0.83,0.2129,,,0.8,0.1776,-1,-1,-1,-1,-1,<,0.003,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,46,126.9,0.92,10.61,3.735,33.656,25.799,7.84,4.75,8.99,52.87,89.44,0.112,0.72,0.1944,,,0.81,0.179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,47,127.9,1.15,10.54,3.729,33.663,25.818,7.83,4.74,9,52.63,89.58,0.11,0.66,0.1824,,,0.82,0.1801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,48,128.7,1.15,10.49,3.726,33.671,25.831,7.83,4.71,9.01,52.32,89.7,0.109,0.69,0.1874,,,0.81,0.1795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,49,130,0.67,10.52,3.729,33.67,25.825,7.83,4.67,9,51.9,89.72,0.109,0.65,0.1809,,,0.8,0.1787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,50,131.4,0.96,10.43,3.721,33.682,25.851,7.83,4.62,9.02,51.24,89.82,0.107,0.54,0.1618,,,0.8,0.178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,51,132.3,1.23,10.39,3.719,33.689,25.862,7.82,4.56,9.03,50.51,89.93,0.106,0.52,0.1573,,,0.8,0.178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,52,133,1.26,10.37,3.717,33.693,25.869,7.82,4.5,9.03,49.81,89.88,0.107,0.49,0.152,,,0.8,0.178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,53,133.9,1.06,10.35,3.716,33.697,25.877,7.82,4.44,9.04,49.14,89.95,0.106,0.44,0.1437,,,0.81,0.1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,54,135,0.83,10.29,3.712,33.708,25.894,7.81,4.4,9.05,48.67,89.81,0.107,0.48,0.1515,,,0.82,0.1803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,55,136.3,0.78,10.23,3.707,33.723,25.918,7.8,4.35,9.06,48.1,89.58,0.11,0.41,0.138,,,0.83,0.1818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,56,137.6,0.76,10.2,3.706,33.736,25.932,7.8,4.27,9.06,47.13,89.4,0.112,0.38,0.1332,,,0.84,0.1824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,57,138.8,1.05,10.19,3.705,33.739,25.937,7.8,4.22,9.06,46.54,89.42,0.112,0.37,0.1308,,,0.84,0.1827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,58,139.6,1.26,10.17,3.704,33.743,25.942,7.79,4.2,9.07,46.3,89.28,0.113,0.37,0.1309,,,0.85,0.1839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,59,140.4,1.13,10.09,3.699,33.768,25.976,7.79,4.19,9.08,46.13,89.15,0.115,0.31,0.1213,,,0.86,0.1849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,60,141.6,0.74,10.09,3.7,33.77,25.977,7.78,4.18,9.08,46.04,89.18,0.115,0.32,0.1219,,,0.86,0.1847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,61,142.9,1.04,10.05,3.696,33.779,25.992,7.78,4.17,9.09,45.92,89.21,0.114,0.29,0.1163,,,0.86,0.1847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,62,143.8,1.15,10.04,3.696,33.782,25.995,7.78,4.16,9.09,45.82,89.24,0.114,0.29,0.116,,,0.86,0.1849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,63,144.8,0.86,10.03,3.696,33.783,25.997,7.78,4.15,9.09,45.62,89.25,0.114,0.27,0.1131,,,0.86,0.1847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,64,146,0.82,10.02,3.695,33.785,26,7.78,4.11,9.09,45.24,89.29,0.113,0.27,0.1137,,,0.86,0.1851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,65,147.3,0.85,10.01,3.694,33.788,26.004,7.78,4.09,9.1,44.98,89.32,0.113,0.27,0.1128,,,0.86,0.1849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,66,148.3,1.15,9.99,3.693,33.794,26.013,7.77,4.08,9.1,44.83,89.33,0.113,0.24,0.1077,,,0.86,0.1852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,67,149.1,1.28,9.96,3.691,33.802,26.025,7.77,4.04,9.11,44.42,89.33,0.113,0.25,0.1093,,,0.86,0.1857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,68,150.2,0.73,9.95,3.691,33.806,26.029,7.77,4,9.11,43.95,89.33,0.113,0.24,0.1075,,,0.87,0.186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,69,151.6,0.76,9.93,3.689,33.809,26.035,7.76,3.99,9.11,43.8,89.32,0.113,0.22,0.1034,,,0.87,0.1861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,70,152.7,1.21,9.87,3.685,33.824,26.056,7.76,3.99,9.12,43.77,89.32,0.113,0.22,0.1041,,,0.87,0.1869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,71,153.4,1.25,9.86,3.685,33.827,26.06,7.76,3.98,9.12,43.69,89.35,0.113,0.21,0.1017,,,0.88,0.1869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,72,154.5,0.75,9.87,3.686,33.825,26.057,7.76,3.97,9.12,43.53,89.34,0.113,0.21,0.1016,,,0.87,0.1869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,73,155.9,0.76,9.86,3.685,33.826,26.06,7.76,3.96,9.12,43.37,89.34,0.113,0.2,0.1012,,,0.88,0.1876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,74,157.1,1.03,9.85,3.684,33.829,26.064,7.76,3.96,9.13,43.39,89.35,0.113,0.19,0.0987,,,0.88,0.1871,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,75,158,1.15,9.84,3.684,33.832,26.068,7.75,3.95,9.13,43.31,89.36,0.113,0.19,0.0987,,,0.88,0.1872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,76,158.9,1.1,9.84,3.684,33.833,26.068,7.75,3.94,9.13,43.19,89.34,0.113,0.18,0.098,,,0.88,0.1873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,77,159.8,1.02,9.84,3.684,33.833,26.069,7.75,3.92,9.13,42.95,89.38,0.112,0.19,0.0993,,,0.88,0.1877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,78,160.9,0.99,9.84,3.683,33.835,26.071,7.75,3.9,9.13,42.7,89.34,0.113,0.19,0.0989,,,0.88,0.1876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,79,161.9,0.98,9.83,3.683,33.838,26.075,7.75,3.89,9.13,42.61,89.43,0.112,0.18,0.0978,,,0.88,0.1881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,80,162.8,1.21,9.82,3.682,33.843,26.081,7.75,3.89,9.13,42.59,89.48,0.111,0.18,0.0978,,,0.89,0.1883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,81,163.6,1.22,9.8,3.682,33.851,26.089,7.75,3.88,9.14,42.53,89.47,0.111,0.18,0.0971,,,0.94,0.1947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,82,165,0.57,9.81,3.682,33.848,26.086,7.75,3.87,9.13,42.39,89.44,0.112,0.18,0.0968,,,0.89,0.1881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,83,166.5,1.02,9.8,3.682,33.85,26.088,7.75,3.85,9.13,42.19,89.46,0.111,0.17,0.0954,,,0.88,0.1879,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,84,167.3,1.29,9.8,3.682,33.853,26.091,7.75,3.85,9.14,42.12,89.47,0.111,0.18,0.0969,,,0.89,0.1883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,85,168.1,1.22,9.79,3.682,33.859,26.097,7.75,3.84,9.14,42.1,89.51,0.111,0.17,0.0954,,,0.89,0.1885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,86,169.1,0.86,9.79,3.682,33.86,26.098,7.75,3.84,9.14,42.05,89.49,0.111,0.17,0.0948,,,0.89,0.1884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,87,170.2,1.12,9.79,3.682,33.862,26.1,7.74,3.82,9.14,41.87,89.52,0.111,0.17,0.0957,,,0.89,0.1881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,88,171.1,1.19,9.79,3.682,33.863,26.101,7.74,3.81,9.14,41.75,89.54,0.11,0.16,0.0941,,,0.89,0.1885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,89,172,1.08,9.78,3.682,33.87,26.107,7.74,3.79,9.14,41.45,89.61,0.11,0.16,0.0937,,,0.89,0.1887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,90,172.9,1.01,9.78,3.682,33.874,26.112,7.74,3.75,9.14,41.05,89.61,0.11,0.16,0.094,,,0.89,0.1889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,91,174.1,0.82,9.77,3.682,33.876,26.114,7.74,3.73,9.14,40.81,89.56,0.11,0.16,0.0931,,,0.9,0.1893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,92,175.2,1.09,9.73,3.68,33.889,26.13,7.74,3.73,9.15,40.84,89.53,0.111,0.16,0.093,,,0.89,0.1893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,93,176,1.29,9.72,3.679,33.896,26.14,7.74,3.73,9.15,40.8,89.49,0.111,0.15,0.0924,,,0.9,0.1896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,94,177.5,0.52,9.71,3.679,33.897,26.14,7.73,3.68,9.15,40.23,89.46,0.111,0.16,0.0928,,,0.9,0.1898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,95,179,1.03,9.72,3.679,33.896,26.139,7.73,3.62,9.15,39.6,89.48,0.111,0.15,0.0919,,,0.9,0.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,96,179.9,1.28,9.7,3.678,33.904,26.148,7.73,3.61,9.15,39.45,89.5,0.111,0.15,0.0918,,,0.9,0.1902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,97,180.7,1.28,9.67,3.677,33.916,26.163,7.73,3.59,9.16,39.26,89.51,0.111,0.14,0.0908,,,0.91,0.1906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,98,181.7,0.86,9.64,3.675,33.927,26.176,7.73,3.58,9.16,39.06,89.5,0.111,0.14,0.0899,,,0.91,0.1907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,99,182.8,0.94,9.64,3.675,33.927,26.177,7.72,3.58,9.16,39.07,89.49,0.111,0.14,0.0901,,,0.91,0.1905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 08:55:00,2804,1,100,183.7,1.29,9.63,3.674,33.928,26.179,7.72,3.58,9.17,39.12,89.5,0.111,0.14,0.0898,,,0.91,0.191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,1,34.6,0.23,15.4,4.177,33.612,24.814,8.2,8.88,8.13,109.16,84.75,0.165,0.96,0.2356,,,0.63,0.1579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,2,36.6,0.89,15.44,4.182,33.613,24.805,8.2,8.9,8.12,109.44,85.13,0.161,0.96,0.2366,,,0.62,0.1572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,3,37.6,1.08,15.44,4.181,33.613,24.806,8.2,8.91,8.13,109.58,85.15,0.161,0.99,0.2425,,,0.62,0.1575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,4,38.9,0.62,15.44,4.181,33.613,24.807,8.2,8.89,8.13,109.36,85.04,0.162,1.13,0.2665,,,0.62,0.1573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,5,40.3,1.07,15.44,4.181,33.613,24.807,8.2,8.85,8.13,108.84,85.11,0.161,1.08,0.2573,,,0.62,0.1574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,6,41.1,1.27,15.43,4.18,33.612,24.809,8.2,8.71,8.13,107.11,85.09,0.161,1.1,0.2608,,,0.62,0.1575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,7,41.9,1.15,15.41,4.178,33.611,24.811,8.2,8.42,8.13,103.52,85.13,0.161,1.14,0.2687,,,0.62,0.1568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,8,43.2,0.67,15.39,4.177,33.611,24.816,8.19,8.08,8.13,99.26,85.06,0.162,1.18,0.2764,,,0.62,0.1574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,9,44.6,0.96,15.28,4.165,33.601,24.832,8.19,7.88,8.15,96.59,85.12,0.161,1.37,0.3094,,,0.65,0.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,10,45.5,1.19,14.64,4.099,33.555,24.936,8.15,7.76,8.26,93.85,85.33,0.159,1.52,0.3371,,,0.68,0.1646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,11,46.4,0.94,13.96,4.034,33.543,25.069,8.11,7.5,8.38,89.46,86.63,0.143,1.54,0.3396,,,0.72,0.1684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,12,47.5,0.98,13.73,4.013,33.546,25.119,8.1,7.17,8.42,85.14,86.95,0.14,1.54,0.3405,,,0.73,0.1699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,13,48.4,1.2,13.7,4.009,33.537,25.118,8.09,6.95,8.42,82.53,86.89,0.141,1.61,0.3521,,,0.71,0.1677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,14,49.3,1.07,13.34,3.973,33.515,25.175,8.07,6.91,8.49,81.36,87.29,0.136,1.68,0.3652,,,0.7,0.1667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,15,50.4,0.89,13.07,3.947,33.509,25.225,8.05,6.91,8.53,80.88,87.33,0.135,1.72,0.3717,,,0.7,0.1662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,16,51.4,1.07,12.83,3.925,33.514,25.277,8.03,6.87,8.58,80.04,87.41,0.135,1.76,0.3787,,,0.69,0.1657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,17,52.3,1.04,12.7,3.914,33.519,25.305,8.02,6.8,8.6,79.05,87.63,0.132,1.63,0.3566,,,0.7,0.1662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,18,53.6,0.67,12.77,3.922,33.53,25.299,8.01,6.7,8.59,78.07,87.63,0.132,1.58,0.3467,,,0.7,0.1667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,19,54.9,1.11,12.61,3.907,33.535,25.336,8.01,6.68,8.62,77.47,87.72,0.131,1.56,0.3437,,,0.71,0.1671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,20,55.7,1.35,12.56,3.902,33.537,25.346,8.01,6.64,8.62,76.93,87.81,0.13,1.55,0.3414,,,0.71,0.1678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,21,56.4,1.31,12.46,3.893,33.536,25.366,8,6.62,8.64,76.56,87.73,0.131,1.6,0.3502,,,0.72,0.1683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,22,57.4,0.86,12.5,3.898,33.543,25.362,7.99,6.55,8.63,75.8,87.72,0.131,1.55,0.3425,,,0.71,0.1681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,23,58.6,0.91,12.41,3.889,33.541,25.379,7.99,6.36,8.65,73.51,87.79,0.13,1.52,0.337,,,0.72,0.1686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,24,59.7,0.89,12.4,3.888,33.544,25.383,7.99,6.17,8.65,71.28,87.86,0.129,1.53,0.338,,,0.72,0.1689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,25,60.8,1.06,12.38,3.887,33.546,25.388,7.99,6.12,8.66,70.62,87.81,0.13,1.6,0.3498,,,0.73,0.1696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,26,61.7,1.28,12.18,3.869,33.546,25.426,7.98,6.01,8.69,69.17,87.33,0.136,1.64,0.3584,,,0.76,0.1733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,27,62.4,1.17,11.97,3.85,33.555,25.474,7.96,5.79,8.73,66.26,86.83,0.141,1.65,0.359,,,0.79,0.1768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,28,63.9,0.57,12.03,3.856,33.559,25.464,7.93,5.42,8.72,62.1,86.7,0.143,1.63,0.356,,,0.8,0.178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,29,65.3,1.17,11.79,3.833,33.554,25.506,7.92,5.33,8.77,60.8,86.62,0.144,1.48,0.3285,,,0.92,0.1927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,30,66.1,1.36,11.56,3.812,33.559,25.553,7.9,5.3,8.81,60.18,86.54,0.145,1.42,0.3191,,,0.98,0.1997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,31,66.8,1.18,11.42,3.8,33.569,25.586,7.89,5.26,8.83,59.51,86.75,0.142,1.44,0.3213,,,0.97,0.1985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,32,68,0.7,11.46,3.806,33.576,25.583,7.88,5.18,8.83,58.75,86.97,0.14,1.42,0.3178,,,0.93,0.1934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,33,69.4,1.06,11.3,3.792,33.592,25.625,7.88,5.15,8.86,58.17,87.45,0.134,1.36,0.3081,,,0.85,0.1838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,LACSD, 05/02/2018, 09:09:00,2805,1,34,70.3,1.14,11.28,3.791,33.598,25.634,7.88,5.13,8.86,57.93,87.47,0.134,1.29,0.2956,,,0.83,0.1812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
